#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0122 0 0
0.0244 0 0
0.0366 0.216696 0.508745
0.0488 0.639949 1.48706
0.061 1.25425 2.88372
0.0732 1.94693 4.42146
0.0854 2.83859 6.36371
0.0976 3.83733 8.48209
0.1098 4.92336 10.7154
0.122 6.19409 13.263
0.1342 7.51147 15.8008
0.1464 8.87101 18.3074
0.1586 10.2104 20.6428
0.1708 11.3649 22.4714
0.183 11.9244 23.0066
0.1952 11.7337 22.0385
0.2074 10.909 19.9017
0.2196 9.74968 17.2438
0.2318 8.39394 14.3664
0.244 6.85395 11.3282
0.2562 5.33203 8.49485
0.2684 3.79955 5.822
0.2806 2.30088 3.38223
0.2928 0.991388 1.39445
0.305 0.0922344 0.123817
0.3172 0 0
0.3294 0 0
0.3416 0 0
0.3538 0 0
0.366 0 0
0.3782 0 0
0.3904 0 0
0.4026 0 0
0.4148 0 0
0.427 0 0
0.4392 0 0
0.4514 0 0
0.4636 0 0
0.4758 0 0
0.488 0 0
0.5002 0 0
0.5124 0 0
0.5246 0 0
0.5368 0 0
0.549 0 0
0.5612 0 0
0.5734 0 0
0.5856 0 0
0.5978 0 0
0.61 -nan -nan
