#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.011 0.120795 0.233641
0.022 0.610067 1.17299
0.033 1.30209 2.48549
0.044 2.19827 4.16104
0.055 3.32262 6.23159
0.066 4.51108 8.36882
0.077 6.01936 11.0387
0.088 7.56191 13.6862
0.099 9.23895 16.4819
0.11 11.0436 19.3944
0.121 12.8431 22.17
0.132 14.5699 24.6846
0.143 15.8862 26.3675
0.154 16.3324 26.4998
0.165 15.7825 24.9776
0.176 14.5289 22.3822
0.187 12.9351 19.3614
0.198 11.087 16.0932
0.209 9.03669 12.6939
0.22 6.99767 9.49358
0.231 5.01815 6.5608
0.242 3.07991 3.87051
0.253 1.37965 1.66215
0.264 0.197822 0.227876
0.275 0 0
0.286 0 0
0.297 0 0
0.308 0 0
0.319 0 0
0.33 0 0
0.341 0 0
0.352 0 0
0.363 0 0
0.374 0 0
0.385 0 0
0.396 0 0
0.407 0 0
0.418 0 0
0.429 0 0
0.44 0 0
0.451 0 0
0.462 0 0
0.473 0 0
0.484 0 0
0.495 0 0
0.506 0 0
0.517 0 0
0.528 0 0
0.539 0 0
0.55 -nan -nan
