#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0104 0.533414 0.920925
0.0208 1.059 1.81843
0.0312 1.86057 3.17631
0.0416 2.73803 4.6394
0.052 3.79676 6.37783
0.0624 5.0025 8.32061
0.0728 6.26278 10.2985
0.0832 7.74511 12.5781
0.0936 9.25388 14.8192
0.104 10.7895 17.0129
0.1144 12.2851 19.0443
0.1248 13.5747 20.6537
0.1352 14.2107 21.1776
0.1456 14.0313 20.4379
0.156 13.0999 18.6108
0.1664 11.8119 16.3364
0.1768 10.281 13.8159
0.1872 8.64418 11.2651
0.1976 6.94843 8.7632
0.208 5.19731 6.32874
0.2184 3.44815 4.04389
0.2288 2.03929 2.29839
0.2392 0.822718 0.88853
0.2496 0.0371889 0.0383694
0.26 0 0
0.2704 0 0
0.2808 0 0
0.2912 0 0
0.3016 0 0
0.312 0 0
0.3224 0 0
0.3328 0 0
0.3432 0 0
0.3536 0 0
0.364 0 0
0.3744 0 0
0.3848 0 0
0.3952 0 0
0.4056 0 0
0.416 0 0
0.4264 0 0
0.4368 0 0
0.4472 0 0
0.4576 0 0
0.468 0 0
0.4784 0 0
0.4888 0 0
0.4992 0 0
0.5096 0 0
0.52 -nan -nan
