#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0092 2.34141 3.18494
0.0184 5.31848 7.20404
0.0276 8.08686 10.8926
0.0368 10.6436 14.2363
0.046 12.9835 17.2207
0.0552 15.0986 19.8305
0.0644 16.9782 22.05
0.0736 18.6088 23.8626
0.0828 19.9734 25.2514
0.092 21.0512 26.1987
0.1012 21.8174 26.6863
0.1104 22.2423 26.6955
0.1196 22.2909 26.207
0.1288 21.9218 25.2013
0.138 21.0862 23.6588
0.1472 19.7269 21.5598
0.1564 17.7764 18.8851
0.1656 15.1557 15.6162
0.1748 11.7711 11.7359
0.184 7.51229 7.2289
0.1932 2.24838 2.0825
0.2024 0 0
0.2116 0 0
0.2208 0 0
0.23 0 0
0.2392 0 0
0.2484 0 0
0.2576 0 0
0.2668 0 0
0.276 0 0
0.2852 0 0
0.2944 0 0
0.3036 0 0
0.3128 0 0
0.322 0 0
0.3312 0 0
0.3404 0 0
0.3496 0 0
0.3588 0 0
0.368 0 0
0.3772 0 0
0.3864 0 0
0.3956 0 0
0.4048 0 0
0.414 0 0
0.4232 0 0
0.4324 0 0
0.4416 0 0
0.4508 0 0
0.46 -nan -nan
