#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0162 0 0 0 0 0
0.0324 0 0 0 0 0
0.0486 0 0 0 0 0
0.0648 0 0 0 0 0
0.081 0 0 0 0 0
0.0972 0 0 0 0 0
0.1134 0.0149257 0.00419616 0.000354261 0.333313 -0.333275
0.1296 0.0707688 0.0227338 0.00209294 1.4921 -1.49168
0.1458 0.156166 0.0564291 0.00566012 3.11954 -3.11812
0.162 0.283904 0.113973 0.012426 5.42725 -5.42406
0.1782 0.448457 0.198022 0.0233749 8.24389 -8.23807
0.1944 0.638931 0.307755 0.0391566 11.2825 -11.2731
0.2106 0.885731 0.462173 0.063147 15.1655 -15.1517
0.2268 1.15989 0.651775 0.0952452 19.2669 -19.2478
0.243 1.4622 0.880347 0.137094 23.6152 -23.5901
0.2592 1.78571 1.14682 0.189684 28.1097 -28.0782
0.2754 2.10959 1.43955 0.252114 32.4191 -32.3812
0.2916 2.3867 1.72452 0.318878 35.7896 -35.7458
0.3078 2.51602 1.91902 0.373624 36.6248 -36.5765
0.324 2.45589 1.9718 0.403214 34.5139 -34.4637
0.3402 2.26336 1.90814 0.408941 30.676 -30.6265
0.3564 1.98283 1.75132 0.3926 25.9511 -25.905
0.3726 1.64209 1.5164 0.354942 20.7998 -20.7592
0.3888 1.26943 1.22335 0.298502 15.6124 -15.5793
0.405 0.885737 0.889272 0.225853 10.6105 -10.586
0.4212 0.517086 0.540005 0.142551 6.05128 -6.03611
0.4374 0.204666 0.222006 0.0608365 2.35038 -2.34398
0.4536 0.00652583 0.00734288 0.00208632 0.0739102 -0.073691
0.4698 0 0 0 0 0
0.486 0 0 0 0 0
0.5022 0 0 0 0 0
0.5184 0 0 0 0 0
0.5346 0 0 0 0 0
0.5508 0 0 0 0 0
0.567 0 0 0 0 0
0.5832 0 0 0 0 0
0.5994 0 0 0 0 0
0.6156 0 0 0 0 0
0.6318 0 0 0 0 0
0.648 0 0 0 0 0
0.6642 0 0 0 0 0
0.6804 0 0 0 0 0
0.6966 0 0 0 0 0
0.7128 0 0 0 0 0
0.729 0 0 0 0 0
0.7452 0 0 0 0 0
0.7614 0 0 0 0 0
0.7776 0 0 0 0 0
0.7938 0 0 0 0 0
0.81 -nan -nan -nan -nan -nan
