#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0156 0 0 0 0 0
0.0312 0 0 0 0 0
0.0468 0 0 0 0 0
0.0624 0 0 0 0 0
0.078 0 0 0 0 0
0.0936 0.00494656 0.00119256 9.39862e-05 0.10504 -0.105028
0.1092 0.0550262 0.0154741 0.00132154 1.10511 -1.10476
0.1248 0.146413 0.0470478 0.00437479 2.7986 -2.79716
0.1404 0.283032 0.102306 0.0103584 5.19539 -5.19187
0.156 0.450662 0.18098 0.0198858 7.93799 -7.93126
0.1716 0.668082 0.295103 0.0350682 11.3567 -11.3454
0.1872 0.929572 0.447918 0.0573406 15.3101 -15.2928
0.2028 1.22167 0.637705 0.0875856 19.5051 -19.4805
0.2184 1.55504 0.874158 0.128337 24.1545 -24.1213
0.234 1.91748 1.15491 0.180607 29.0483 -29.0054
0.2496 2.29385 1.47375 0.244692 33.9572 -33.9038
0.2652 2.64536 1.8059 0.317374 38.2824 -38.2185
0.2808 2.87589 2.07885 0.385585 40.5423 -40.4694
0.2964 2.90844 2.21924 0.433269 39.7397 -39.6614
0.312 2.74384 2.20389 0.451806 36.1936 -36.1143
0.3276 2.46541 2.07936 0.446675 31.4132 -31.3371
0.3432 2.11321 1.86729 0.419521 26.0639 -25.9945
0.3588 1.70227 1.57269 0.36889 20.3581 -20.2988
0.3744 1.25607 1.21104 0.296083 14.5882 -14.5417
0.39 0.817614 0.821273 0.208977 9.25244 -9.22028
0.4056 0.430318 0.449623 0.118913 4.76937 -4.75138
0.4212 0.117431 0.127449 0.0349882 1.2769 -1.27165
0.4368 0 0 0 0 0
0.4524 0 0 0 0 0
0.468 0 0 0 0 0
0.4836 0 0 0 0 0
0.4992 0 0 0 0 0
0.5148 0 0 0 0 0
0.5304 0 0 0 0 0
0.546 0 0 0 0 0
0.5616 0 0 0 0 0
0.5772 0 0 0 0 0
0.5928 0 0 0 0 0
0.6084 0 0 0 0 0
0.624 0 0 0 0 0
0.6396 0 0 0 0 0
0.6552 0 0 0 0 0
0.6708 0 0 0 0 0
0.6864 0 0 0 0 0
0.702 0 0 0 0 0
0.7176 0 0 0 0 0
0.7332 0 0 0 0 0
0.7488 0 0 0 0 0
0.7644 0 0 0 0 0
0.78 -nan -nan -nan -nan -nan
