#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.013 0 0 0 0 0
0.026 0 0 0 0 0
0.039 0 0 0 0 0
0.052 0 0 0 0 0
0.065 0 0 0 0 0
0.078 0.446258 0.107879 0.0097102 6.6262 -6.59414
0.091 1.04996 0.296052 0.028098 14.9496 -14.8712
0.104 1.65079 0.531861 0.0538291 22.6017 -22.474
0.117 2.23916 0.81148 0.0879894 29.5543 -29.3752
0.13 2.80502 1.12937 0.131333 35.7728 -35.5412
0.143 3.33774 1.4781 0.184179 41.2155 -40.9315
0.156 3.82594 1.84822 0.246295 45.8333 -45.4983
0.169 4.25739 2.22795 0.316758 49.5688 -49.1854
0.182 4.61881 2.60299 0.393809 52.3552 -51.9278
0.195 4.89575 2.9562 0.474673 54.1155 -53.6503
0.208 5.07241 3.26721 0.555355 54.7614 -54.2664
0.221 5.1315 3.51211 0.630418 54.1917 -53.6772
0.234 5.05411 3.66299 0.692717 52.2905 -51.7697
0.247 4.81951 3.68752 0.733109 48.926 -48.415
0.26 4.40514 3.54846 0.74013 43.9478 -43.4666
0.273 3.78647 3.20328 0.699644 37.1846 -36.7575
0.286 2.93708 2.60368 0.594463 28.4409 -28.0982
0.299 1.82878 1.6954 0.403979 17.4942 -17.2727
0.312 0.431969 0.418024 0.103799 4.09045 -4.03595
0.325 0 0 0 0 0
0.338 0 0 0 0 0
0.351 0 0 0 0 0
0.364 0 0 0 0 0
0.377 0 0 0 0 0
0.39 0 0 0 0 0
0.403 0 0 0 0 0
0.416 0 0 0 0 0
0.429 0 0 0 0 0
0.442 0 0 0 0 0
0.455 0 0 0 0 0
0.468 0 0 0 0 0
0.481 0 0 0 0 0
0.494 0 0 0 0 0
0.507 0 0 0 0 0
0.52 0 0 0 0 0
0.533 0 0 0 0 0
0.546 0 0 0 0 0
0.559 0 0 0 0 0
0.572 0 0 0 0 0
0.585 0 0 0 0 0
0.598 0 0 0 0 0
0.611 0 0 0 0 0
0.624 0 0 0 0 0
0.637 0 0 0 0 0
0.65 -nan -nan -nan -nan -nan
