#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.004 15.7173 4.63965
0.008 31.4384 9.2304
0.012 47.1671 13.7233
0.016 62.9071 18.0692
0.02 78.6621 22.219
0.024 94.436 26.1233
0.028 102.459 27.8069
0.032 99.5242 26.6171
0.036 94.9236 24.9417
0.04 88.5636 22.791
0.044 80.3348 20.1805
0.048 70.1093 17.1321
0.052 57.7394 13.674
0.056 43.0541 9.84227
0.06 25.8561 5.68097
0.064 5.91796 1.24382
0.068 0 0
0.072 0 0
0.076 0 0
0.08 0 0
0.084 0 0
0.088 0 0
0.092 0 0
0.096 0 0
0.1 0 0
0.104 0 0
0.108 0 0
0.112 0 0
0.116 0 0
0.12 0 0
0.124 0 0
0.128 0 0
0.132 0 0
0.136 0 0
0.14 0 0
0.144 0 0
0.148 0 0
0.152 0 0
0.156 0 0
0.16 0 0
0.164 0 0
0.168 0 0
0.172 0 0
0.176 0 0
0.18 0 0
0.184 0 0
0.188 0 0
0.192 0 0
0.196 0 0
0.2 -nan -nan
