#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0102 0.710908 1.18089
0.0204 1.34429 2.22221
0.0306 2.17996 3.58219
0.0408 3.19023 5.20525
0.051 4.28792 6.93594
0.0612 5.63553 9.02847
0.0714 7.00882 11.1032
0.0816 8.54332 13.3661
0.0918 10.1563 15.67
0.102 11.7599 17.8663
0.1122 13.3115 19.8832
0.1224 14.5479 21.3266
0.1326 15.028 21.5769
0.1428 14.6335 20.5349
0.153 13.5523 18.5494
0.1632 12.1135 16.1411
0.1734 10.4778 13.566
0.1836 8.7043 10.9284
0.1938 6.94797 8.44197
0.204 5.15851 6.05152
0.2142 3.38413 3.82332
0.2244 1.8551 2.01344
0.2346 0.659829 0.686118
0.2448 0 0
0.255 0 0
0.2652 0 0
0.2754 0 0
0.2856 0 0
0.2958 0 0
0.306 0 0
0.3162 0 0
0.3264 0 0
0.3366 0 0
0.3468 0 0
0.357 0 0
0.3672 0 0
0.3774 0 0
0.3876 0 0
0.3978 0 0
0.408 0 0
0.4182 0 0
0.4284 0 0
0.4386 0 0
0.4488 0 0
0.459 0 0
0.4692 0 0
0.4794 0 0
0.4896 0 0
0.4998 0 0
0.51 -nan -nan
