#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0042 21.8838 1.01488 3.49839 88.5484 -60.0984
0.0084 42.2793 3.92125 6.81485 170.715 -115.814
0.0126 62.2211 8.65937 10.2001 250.991 -170.193
0.0168 79.7307 14.8005 13.3643 320.933 -217.457
0.021 93.1517 21.6228 16.0433 373.687 -252.941
0.0252 100.698 28.0575 17.8916 401.925 -271.686
0.0294 101.218 32.9089 18.6174 401.245 -270.763
0.0336 96.6164 35.9086 18.4705 380.003 -255.923
0.0378 87.3124 36.5132 17.3994 340.183 -228.576
0.042 76.4502 35.5329 15.9353 294.85 -197.61
0.0462 65.1594 33.3289 14.2543 248.682 -166.207
0.0504 53.3666 29.7959 12.2837 201.415 -134.21
0.0546 41.9056 25.3671 10.175 156.372 -103.86
0.0588 31.4004 20.4922 8.06167 115.852 -76.6842
0.063 20.801 14.5603 5.65026 75.7706 -49.9643
0.0672 12.4621 9.32002 3.59168 44.8798 -29.4807
0.0714 5.357 4.26425 1.63888 19.0548 -12.4645
0.0756 0.494326 0.417471 0.16064 1.7359 -1.13045
0.0798 0 0 0 0 0
0.084 0 0 0 0 0
0.0882 0 0 0 0 0
0.0924 0 0 0 0 0
0.0966 0 0 0 0 0
0.1008 0 0 0 0 0
0.105 0 0 0 0 0
0.1092 0 0 0 0 0
0.1134 0 0 0 0 0
0.1176 0 0 0 0 0
0.1218 0 0 0 0 0
0.126 0 0 0 0 0
0.1302 0 0 0 0 0
0.1344 0 0 0 0 0
0.1386 0 0 0 0 0
0.1428 0 0 0 0 0
0.147 0 0 0 0 0
0.1512 0 0 0 0 0
0.1554 0 0 0 0 0
0.1596 0 0 0 0 0
0.1638 0 0 0 0 0
0.168 0 0 0 0 0
0.1722 0 0 0 0 0
0.1764 0 0 0 0 0
0.1806 0 0 0 0 0
0.1848 0 0 0 0 0
0.189 0 0 0 0 0
0.1932 0 0 0 0 0
0.1974 0 0 0 0 0
0.2016 0 0 0 0 0
0.2058 0 0 0 0 0
0.21 -nan -nan -nan -nan -nan
