#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0178 0 0
0.0356 0 0
0.0534 0 0
0.0712 0 0
0.089 0 0
0.1068 0 0
0.1246 0 0
0.1424 0 0
0.1602 0.025406 0.117033
0.178 0.0897771 0.403197
0.1958 0.185171 0.810662
0.2136 0.305881 1.30359
0.2314 0.478028 1.98635
0.2492 0.675763 2.73355
0.267 0.9032 3.55301
0.2848 1.17806 4.50632
0.3026 1.47729 5.48823
0.3204 1.79776 6.47953
0.3382 2.105 7.34869
0.356 2.2996 7.75328
0.3738 2.30824 7.49043
0.3916 2.15057 6.69728
0.4094 1.91197 5.70435
0.4272 1.60458 4.57769
0.445 1.25585 3.4197
0.4628 0.886004 2.2981
0.4806 0.520584 1.28325
0.4984 0.201558 0.471093
0.5162 0.000545608 0.00120602
0.534 0 0
0.5518 0 0
0.5696 0 0
0.5874 0 0
0.6052 0 0
0.623 0 0
0.6408 0 0
0.6586 0 0
0.6764 0 0
0.6942 0 0
0.712 0 0
0.7298 0 0
0.7476 0 0
0.7654 0 0
0.7832 0 0
0.801 0 0
0.8188 0 0
0.8366 0 0
0.8544 0 0
0.8722 0 0
0.89 -nan -nan
