#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0104 0.55964 0.967395
0.0208 1.2863 2.21141
0.0312 2.36157 4.03537
0.0416 3.5787 6.06922
0.052 5.00052 8.40588
0.0624 6.66005 11.0849
0.0728 8.3575 13.7507
0.0832 10.3762 16.8592
0.0936 12.4228 19.9025
0.104 14.497 22.8675
0.1144 16.5137 25.6082
0.1248 18.2484 27.7732
0.1352 19.1037 28.4778
0.1456 18.8625 27.483
0.156 17.6078 25.0228
0.1664 15.8709 21.9577
0.1768 13.801 18.5531
0.1872 11.5769 15.0931
0.1976 9.25657 11.6793
0.208 6.8449 8.3389
0.2184 4.488 5.26651
0.2288 2.53165 2.85507
0.2392 0.854634 0.923594
0.2496 0 0
0.26 0 0
0.2704 0 0
0.2808 0 0
0.2912 0 0
0.3016 0 0
0.312 0 0
0.3224 0 0
0.3328 0 0
0.3432 0 0
0.3536 0 0
0.364 0 0
0.3744 0 0
0.3848 0 0
0.3952 0 0
0.4056 0 0
0.416 0 0
0.4264 0 0
0.4368 0 0
0.4472 0 0
0.4576 0 0
0.468 0 0
0.4784 0 0
0.4888 0 0
0.4992 0 0
0.5096 0 0
0.52 -nan -nan
