#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0168 0 0
0.0336 0 0
0.0504 0 0
0.0672 0 0
0.084 0 0
0.1008 0 0
0.1176 0 0
0.1344 0.0286777 0.120152
0.1512 0.139071 0.569489
0.168 0.307629 1.23095
0.1848 0.51432 2.0078
0.2016 0.806689 3.07603
0.2184 1.14137 4.24558
0.2352 1.51896 5.5052
0.252 1.97401 6.97001
0.2688 2.46526 8.46976
0.2856 2.98521 9.96809
0.3024 3.49154 11.3149
0.3192 3.84095 12.0494
0.336 3.90306 11.8162
0.3528 3.67666 10.7103
0.3696 3.29386 9.21504
0.3864 2.80974 7.5364
0.4032 2.24319 5.75746
0.42 1.62425 3.98069
0.4368 0.997189 2.32829
0.4536 0.438762 0.973981
0.4704 0.0451814 0.0951687
0.4872 0 0
0.504 0 0
0.5208 0 0
0.5376 0 0
0.5544 0 0
0.5712 0 0
0.588 0 0
0.6048 0 0
0.6216 0 0
0.6384 0 0
0.6552 0 0
0.672 0 0
0.6888 0 0
0.7056 0 0
0.7224 0 0
0.7392 0 0
0.756 0 0
0.7728 0 0
0.7896 0 0
0.8064 0 0
0.8232 0 0
0.84 -nan -nan
