#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.011 0 0
0.022 0 0
0.033 0.290893 0.559735
0.044 1.73493 3.30641
0.055 3.09566 5.83634
0.066 4.36971 8.1403
0.077 5.55243 10.2082
0.088 6.63767 12.0289
0.099 7.61769 13.5904
0.11 8.48291 14.8796
0.121 9.22163 15.8822
0.132 9.8198 16.5829
0.143 10.2606 16.965
0.154 10.5238 17.0109
0.165 10.5857 16.7014
0.176 10.4179 16.0164
0.187 9.98667 14.9344
0.198 9.25215 13.4329
0.209 8.16673 11.4883
0.22 6.6737 9.07652
0.231 4.70527 6.17258
0.242 2.18004 2.75158
0.253 0 0
0.264 0 0
0.275 0 0
0.286 0 0
0.297 0 0
0.308 0 0
0.319 0 0
0.33 0 0
0.341 0 0
0.352 0 0
0.363 0 0
0.374 0 0
0.385 0 0
0.396 0 0
0.407 0 0
0.418 0 0
0.429 0 0
0.44 0 0
0.451 0 0
0.462 0 0
0.473 0 0
0.484 0 0
0.495 0 0
0.506 0 0
0.517 0 0
0.528 0 0
0.539 0 0
0.55 -nan -nan
