#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.014 0 0
0.028 0 0
0.042 0 0
0.056 0.00622263 0.019091
0.07 0.105683 0.319497
0.084 0.29552 0.880551
0.098 0.557554 1.6363
0.112 0.85811 2.4757
0.126 1.28064 3.63419
0.14 1.7401 4.84889
0.154 2.26488 6.19076
0.168 2.87461 7.70169
0.182 3.52114 9.23429
0.196 4.19551 10.756
0.21 4.86625 12.1786
0.224 5.42321 13.2247
0.238 5.65407 13.3992
0.252 5.48966 12.6087
0.266 5.05282 11.2228
0.28 4.47297 9.58993
0.294 3.78598 7.82038
0.308 3.03379 6.0257
0.322 2.2401 4.26861
0.336 1.446 2.63703
0.35 0.748608 1.30372
0.364 0.211945 0.351607
0.378 0 0
0.392 0 0
0.406 0 0
0.42 0 0
0.434 0 0
0.448 0 0
0.462 0 0
0.476 0 0
0.49 0 0
0.504 0 0
0.518 0 0
0.532 0 0
0.546 0 0
0.56 0 0
0.574 0 0
0.588 0 0
0.602 0 0
0.616 0 0
0.63 0 0
0.644 0 0
0.658 0 0
0.672 0 0
0.686 0 0
0.7 -nan -nan
