#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0142 0 0
0.0284 0 0
0.0426 0 0
0.0568 0 0
0.071 0.0553165 0.172717
0.0852 0.265076 0.815044
0.0994 0.573311 1.73458
0.1136 0.953867 2.83575
0.1278 1.47574 4.31276
0.142 2.04021 5.8508
0.1562 2.72237 7.6568
0.1704 3.48785 9.61125
0.1846 4.30873 11.6183
0.1988 5.18011 13.6517
0.213 6.05312 15.5699
0.2272 6.82522 17.106
0.2414 7.21544 17.5759
0.2556 7.10363 16.7724
0.2698 6.58531 15.0354
0.284 5.8659 12.9277
0.2982 4.99479 10.6059
0.3124 4.01369 8.19494
0.3266 2.95688 5.79208
0.3408 1.93719 3.63339
0.355 1.01852 1.8252
0.3692 0.246341 0.420509
0.3834 0 0
0.3976 0 0
0.4118 0 0
0.426 0 0
0.4402 0 0
0.4544 0 0
0.4686 0 0
0.4828 0 0
0.497 0 0
0.5112 0 0
0.5254 0 0
0.5396 0 0
0.5538 0 0
0.568 0 0
0.5822 0 0
0.5964 0 0
0.6106 0 0
0.6248 0 0
0.639 0 0
0.6532 0 0
0.6674 0 0
0.6816 0 0
0.6958 0 0
0.71 -nan -nan
