#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0178 0 0
0.0356 0 0
0.0534 0 0
0.0712 0 0
0.089 0 0
0.1068 0 0
0.1246 0 0
0.1424 0 0
0.1602 0 0
0.178 0 0
0.1958 0.193128 0.862523
0.2136 0.510136 2.21032
0.2314 0.824861 3.4661
0.2492 1.13441 4.62104
0.267 1.43517 5.66449
0.2848 1.72261 6.58381
0.3026 1.99108 7.36407
0.3204 2.23352 7.98767
0.3382 2.44113 8.43405
0.356 2.60287 8.67917
0.3738 2.70493 8.69504
0.3916 2.73 8.44914
0.4094 2.65627 7.90372
0.4272 2.45621 7.01506
0.445 2.09496 5.73259
0.4628 1.5281 3.99794
0.4806 0.698755 1.74382
0.4984 0 0
0.5162 0 0
0.534 0 0
0.5518 0 0
0.5696 0 0
0.5874 0 0
0.6052 0 0
0.623 0 0
0.6408 0 0
0.6586 0 0
0.6764 0 0
0.6942 0 0
0.712 0 0
0.7298 0 0
0.7476 0 0
0.7654 0 0
0.7832 0 0
0.801 0 0
0.8188 0 0
0.8366 0 0
0.8544 0 0
0.8722 0 0
0.89 -nan -nan
