#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0076 3.58439 0.14773 0.110338 23.0905 -21.0208
0.0152 7.01727 0.578421 0.224562 45.0768 -41.0269
0.0228 10.587 1.30909 0.361424 67.8854 -61.7704
0.0304 13.7515 2.26722 0.509275 87.7196 -79.7801
0.038 16.4678 3.39369 0.670362 104.202 -94.7075
0.0456 19.3039 4.77393 0.873963 121.201 -110.077
0.0532 22.045 6.36094 1.11791 137.286 -124.582
0.0608 24.6006 8.1134 1.40282 151.914 -137.73
0.0684 26.5433 9.84978 1.70367 162.353 -147.04
0.076 27.2258 11.227 1.96433 164.565 -148.858
0.0836 26.5076 12.0251 2.145 157.973 -142.691
0.0912 24.6194 12.1851 2.22838 144.386 -130.207
0.0988 22.1727 11.8903 2.2391 127.903 -115.141
0.1064 19.3727 11.1903 2.17652 109.888 -98.7389
0.114 16.4183 10.1639 2.04618 91.5848 -82.1292
0.1216 13.3524 8.82007 1.8402 73.2333 -65.5332
0.1292 10.1589 7.13281 1.5431 54.7334 -48.8658
0.1368 7.36796 5.48053 1.23038 39.0636 -34.7934
0.1444 4.74719 3.7296 0.868801 24.7532 -21.9911
0.152 2.42155 2.00401 0.484257 12.4103 -10.9952
0.1596 0.726663 0.631981 0.158411 3.66526 -3.23797
0.1672 0 0 0 0 0
0.1748 0 0 0 0 0
0.1824 0 0 0 0 0
0.19 0 0 0 0 0
0.1976 0 0 0 0 0
0.2052 0 0 0 0 0
0.2128 0 0 0 0 0
0.2204 0 0 0 0 0
0.228 0 0 0 0 0
0.2356 0 0 0 0 0
0.2432 0 0 0 0 0
0.2508 0 0 0 0 0
0.2584 0 0 0 0 0
0.266 0 0 0 0 0
0.2736 0 0 0 0 0
0.2812 0 0 0 0 0
0.2888 0 0 0 0 0
0.2964 0 0 0 0 0
0.304 0 0 0 0 0
0.3116 0 0 0 0 0
0.3192 0 0 0 0 0
0.3268 0 0 0 0 0
0.3344 0 0 0 0 0
0.342 0 0 0 0 0
0.3496 0 0 0 0 0
0.3572 0 0 0 0 0
0.3648 0 0 0 0 0
0.3724 0 0 0 0 0
0.38 -nan -nan -nan -nan -nan
