#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0018 38.3412 2.73166 29.9775 126.048 -42.7352
0.0036 70.4124 10.0171 55.0017 230.619 -78.1262
0.0054 92.8556 19.7674 72.4656 302.368 -102.302
0.0072 105.597 29.8843 82.3758 341.289 -115.276
0.009 108.682 38.3037 84.7516 347.927 -117.264
0.0108 109.333 46.107 85.5461 346.879 -116.654
0.0126 105.594 51.8048 83.0495 331.764 -111.296
0.0144 100.112 56.013 79.4098 311.584 -104.26
0.0162 91.5657 57.5199 73.3886 282.119 -94.1372
0.018 80.3607 55.995 65.2263 245.016 -81.512
0.0198 68.1592 52.1833 56.1793 205.655 -68.2039
0.0216 50.2761 41.903 42.0502 149.753 -49.4815
0.0234 33.7745 30.4352 28.7114 99.2403 -32.6615
0.0252 18.2149 17.6296 15.7346 52.6889 -17.2635
0.027 6.29927 6.51581 5.5378 17.9244 -5.84513
0.0288 0 0 0 0 0
0.0306 0 0 0 0 0
0.0324 0 0 0 0 0
0.0342 0 0 0 0 0
0.036 0 0 0 0 0
0.0378 0 0 0 0 0
0.0396 0 0 0 0 0
0.0414 0 0 0 0 0
0.0432 0 0 0 0 0
0.045 0 0 0 0 0
0.0468 0 0 0 0 0
0.0486 0 0 0 0 0
0.0504 0 0 0 0 0
0.0522 0 0 0 0 0
0.054 0 0 0 0 0
0.0558 0 0 0 0 0
0.0576 0 0 0 0 0
0.0594 0 0 0 0 0
0.0612 0 0 0 0 0
0.063 0 0 0 0 0
0.0648 0 0 0 0 0
0.0666 0 0 0 0 0
0.0684 0 0 0 0 0
0.0702 0 0 0 0 0
0.072 0 0 0 0 0
0.0738 0 0 0 0 0
0.0756 0 0 0 0 0
0.0774 0 0 0 0 0
0.0792 0 0 0 0 0
0.081 0 0 0 0 0
0.0828 0 0 0 0 0
0.0846 0 0 0 0 0
0.0864 0 0 0 0 0
0.0882 0 0 0 0 0
0.09 -nan -nan -nan -nan -nan
