#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0042 12.0292 0.554505 1.83899 47.0685 -31.8312
0.0084 24.0166 2.21522 3.71799 94.057 -63.6007
0.0126 35.9202 4.97373 5.67678 140.886 -95.2469
0.0168 47.6972 8.81587 7.7547 187.474 -126.708
0.021 59.3036 13.7216 9.9904 233.742 -157.921
0.0252 70.6942 19.6646 12.4216 279.608 -188.824
0.0294 70.4571 22.873 12.8332 277.011 -186.767
0.0336 68.6153 25.4689 13.0125 267.997 -180.357
0.0378 65.5474 27.3892 12.9986 254.269 -170.771
0.042 61.1951 28.4356 12.7376 235.706 -157.951
0.0462 55.4936 28.3945 12.1626 212.177 -141.838
0.0504 48.3711 27.0337 11.1932 183.535 -122.367
0.0546 39.7477 24.1005 9.7325 149.621 -99.4706
0.0588 29.5345 19.3178 7.66599 110.262 -73.0771
0.063 17.6326 12.3804 4.85849 65.2654 -43.1111
0.0672 3.93168 2.95093 1.1513 14.4233 -9.49309
0.0714 0 0 0 0 0
0.0756 0 0 0 0 0
0.0798 0 0 0 0 0
0.084 0 0 0 0 0
0.0882 0 0 0 0 0
0.0924 0 0 0 0 0
0.0966 0 0 0 0 0
0.1008 0 0 0 0 0
0.105 0 0 0 0 0
0.1092 0 0 0 0 0
0.1134 0 0 0 0 0
0.1176 0 0 0 0 0
0.1218 0 0 0 0 0
0.126 0 0 0 0 0
0.1302 0 0 0 0 0
0.1344 0 0 0 0 0
0.1386 0 0 0 0 0
0.1428 0 0 0 0 0
0.147 0 0 0 0 0
0.1512 0 0 0 0 0
0.1554 0 0 0 0 0
0.1596 0 0 0 0 0
0.1638 0 0 0 0 0
0.168 0 0 0 0 0
0.1722 0 0 0 0 0
0.1764 0 0 0 0 0
0.1806 0 0 0 0 0
0.1848 0 0 0 0 0
0.189 0 0 0 0 0
0.1932 0 0 0 0 0
0.1974 0 0 0 0 0
0.2016 0 0 0 0 0
0.2058 0 0 0 0 0
0.21 -nan -nan -nan -nan -nan
