#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.003 17.3159 3.28247
0.006 34.6342 6.51593
0.009 51.9573 9.65136
0.012 69.2878 12.6397
0.015 86.628 15.4317
0.018 103.98 17.9782
0.021 121.348 20.2296
0.024 135.08 21.6326
0.027 125.217 19.5801
0.03 112.756 17.1393
0.033 97.5451 14.3444
0.036 79.4031 11.2381
0.039 58.1226 7.87264
0.042 33.4641 4.31065
0.045 5.15128 0.626614
0.048 0 0
0.051 0 0
0.054 0 0
0.057 0 0
0.06 0 0
0.063 0 0
0.066 0 0
0.069 0 0
0.072 0 0
0.075 0 0
0.078 0 0
0.081 0 0
0.084 0 0
0.087 0 0
0.09 0 0
0.093 0 0
0.096 0 0
0.099 0 0
0.102 0 0
0.105 0 0
0.108 0 0
0.111 0 0
0.114 0 0
0.117 0 0
0.12 0 0
0.123 0 0
0.126 0 0
0.129 0 0
0.132 0 0
0.135 0 0
0.138 0 0
0.141 0 0
0.144 0 0
0.147 0 0
0.15 -nan -nan
