#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0106 0.372505 0.667884
0.0212 0.872431 1.55582
0.0318 1.56767 2.77847
0.0424 2.32232 4.0833
0.053 3.34246 5.82677
0.0636 4.41542 7.61919
0.0742 5.63933 9.62072
0.0848 6.99805 11.7885
0.0954 8.40505 13.96
0.106 9.87056 16.1413
0.1166 11.3145 18.1898
0.1272 12.6287 19.9273
0.1378 13.4006 20.7127
0.1484 13.4127 20.2641
0.159 12.6511 18.6421
0.1696 11.496 16.4909
0.1802 10.0928 14.0674
0.1908 8.54942 11.5559
0.2014 6.91718 9.04811
0.212 5.20919 6.57906
0.2226 3.60645 4.38804
0.2332 2.1937 2.56524
0.2438 0.963631 1.07994
0.2544 0.0959367 0.102734
0.265 0 0
0.2756 0 0
0.2862 0 0
0.2968 0 0
0.3074 0 0
0.318 0 0
0.3286 0 0
0.3392 0 0
0.3498 0 0
0.3604 0 0
0.371 0 0
0.3816 0 0
0.3922 0 0
0.4028 0 0
0.4134 0 0
0.424 0 0
0.4346 0 0
0.4452 0 0
0.4558 0 0
0.4664 0 0
0.477 0 0
0.4876 0 0
0.4982 0 0
0.5088 0 0
0.5194 0 0
0.53 -nan -nan
