#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.007 7.24528 5.78512
0.014 14.6524 11.6697
0.021 21.5403 17.0875
0.028 28.184 22.2324
0.035 33.8317 26.4983
0.042 38.7311 30.0736
0.049 43.3741 33.3289
0.056 47.2372 35.8579
0.063 49.0308 36.7092
0.07 48.3617 35.6532
0.077 45.3197 32.8432
0.084 41.1309 29.2457
0.091 36.2926 25.2676
0.098 31.0292 21.1078
0.105 25.3963 16.8431
0.112 20.0623 12.9397
0.119 14.8759 9.30729
0.126 9.68989 5.86647
0.133 5.46099 3.18886
0.14 2.00153 1.12378
0.147 0 0
0.154 0 0
0.161 0 0
0.168 0 0
0.175 0 0
0.182 0 0
0.189 0 0
0.196 0 0
0.203 0 0
0.21 0 0
0.217 0 0
0.224 0 0
0.231 0 0
0.238 0 0
0.245 0 0
0.252 0 0
0.259 0 0
0.266 0 0
0.273 0 0
0.28 0 0
0.287 0 0
0.294 0 0
0.301 0 0
0.308 0 0
0.315 0 0
0.322 0 0
0.329 0 0
0.336 0 0
0.343 0 0
0.35 -nan -nan
