#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0008 68.0972 6.3239 90.0635 215.189 -33.4865
0.0016 117.398 21.7197 154.532 368.871 -57.338
0.0024 141.534 39.0276 184.867 440.559 -68.3556
0.0032 154.846 56.5762 201.019 477.24 -73.8986
0.004 158.157 71.7483 204.172 482.021 -74.4666
0.0048 156.012 84.381 200.639 469.994 -72.4302
0.0056 157.297 98.8131 202.523 469.204 -72.1489
0.0064 145.12 103.505 186.615 427.225 -65.5045
0.0072 134.647 107.497 173.631 391.648 -59.8849
0.008 119.676 105.605 154.898 343.59 -52.3787
0.0088 97.47 94.0764 126.688 275.854 -41.9131
0.0096 78.716 82.583 103.242 219.985 -33.3221
0.0104 42.8874 48.4497 56.5836 117.907 -17.7909
0.0112 9.04502 10.921 11.9858 24.3963 -3.66467
0.012 0 0 0 0 0
0.0128 0 0 0 0 0
0.0136 0 0 0 0 0
0.0144 0 0 0 0 0
0.0152 0 0 0 0 0
0.016 0 0 0 0 0
0.0168 0 0 0 0 0
0.0176 0 0 0 0 0
0.0184 0 0 0 0 0
0.0192 0 0 0 0 0
0.02 0 0 0 0 0
0.0208 0 0 0 0 0
0.0216 0 0 0 0 0
0.0224 0 0 0 0 0
0.0232 0 0 0 0 0
0.024 0 0 0 0 0
0.0248 0 0 0 0 0
0.0256 0 0 0 0 0
0.0264 0 0 0 0 0
0.0272 0 0 0 0 0
0.028 0 0 0 0 0
0.0288 0 0 0 0 0
0.0296 0 0 0 0 0
0.0304 0 0 0 0 0
0.0312 0 0 0 0 0
0.032 0 0 0 0 0
0.0328 0 0 0 0 0
0.0336 0 0 0 0 0
0.0344 0 0 0 0 0
0.0352 0 0 0 0 0
0.036 0 0 0 0 0
0.0368 0 0 0 0 0
0.0376 0 0 0 0 0
0.0384 0 0 0 0 0
0.0392 0 0 0 0 0
0.04 -nan -nan -nan -nan -nan
