#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0008 51.9607 1.43403
0.0016 89.0463 2.60152
0.0024 106.38 3.38843
0.0032 115.11 3.89025
0.004 117.164 4.12734
0.0048 113.775 4.11457
0.0056 114.763 3.97677
0.0064 104.704 3.58538
0.0072 95.1344 3.07706
0.008 85.1472 2.49992
0.0088 69.2519 1.82728
0.0096 56.1157 1.19671
0.0104 36.2879 0.596677
0.0112 11.5138 0.144703
0.012 0 0
0.0128 0 0
0.0136 0 0
0.0144 0 0
0.0152 0 0
0.016 0 0
0.0168 0 0
0.0176 0 0
0.0184 0 0
0.0192 0 0
0.02 0 0
0.0208 0 0
0.0216 0 0
0.0224 0 0
0.0232 0 0
0.024 0 0
0.0248 0 0
0.0256 0 0
0.0264 0 0
0.0272 0 0
0.028 0 0
0.0288 0 0
0.0296 0 0
0.0304 0 0
0.0312 0 0
0.032 0 0
0.0328 0 0
0.0336 0 0
0.0344 0 0
0.0352 0 0
0.036 0 0
0.0368 0 0
0.0376 0 0
0.0384 0 0
0.0392 0 0
0.04 -nan -nan
