#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0024 30.6389 1.86731 16.0626 104.529 -45.8675
0.0048 59.514 7.25374 31.3028 202.741 -88.9224
0.0072 81.7808 14.9375 43.1468 277.44 -121.563
0.0096 95.4776 23.2176 50.5613 321.901 -140.836
0.012 102.318 31.0529 54.4987 342.473 -149.568
0.0144 101.844 37.0199 54.6267 337.868 -147.234
0.0168 99.5249 42.1579 53.9901 327.466 -142.379
0.0192 93.3764 45.1571 51.3521 304.502 -132.061
0.0216 85.8805 46.7068 48.0642 277.693 -120.119
0.024 76.0096 45.9274 43.4016 243.602 -105.074
0.0264 62.3331 41.4171 36.3527 197.72 -85.0082
0.0288 47.7349 34.5888 28.4757 149.7 -64.1328
0.0312 32.7851 25.7164 20.0127 101.462 -43.2923
0.0336 20.4712 17.2899 12.8241 62.5303 -26.5691
0.036 10.3265 9.34406 6.64854 31.1058 -13.1574
0.0384 2.70206 2.60811 1.79041 8.01939 -3.37573
0.0408 0 0 0 0 0
0.0432 0 0 0 0 0
0.0456 0 0 0 0 0
0.048 0 0 0 0 0
0.0504 0 0 0 0 0
0.0528 0 0 0 0 0
0.0552 0 0 0 0 0
0.0576 0 0 0 0 0
0.06 0 0 0 0 0
0.0624 0 0 0 0 0
0.0648 0 0 0 0 0
0.0672 0 0 0 0 0
0.0696 0 0 0 0 0
0.072 0 0 0 0 0
0.0744 0 0 0 0 0
0.0768 0 0 0 0 0
0.0792 0 0 0 0 0
0.0816 0 0 0 0 0
0.084 0 0 0 0 0
0.0864 0 0 0 0 0
0.0888 0 0 0 0 0
0.0912 0 0 0 0 0
0.0936 0 0 0 0 0
0.096 0 0 0 0 0
0.0984 0 0 0 0 0
0.1008 0 0 0 0 0
0.1032 0 0 0 0 0
0.1056 0 0 0 0 0
0.108 0 0 0 0 0
0.1104 0 0 0 0 0
0.1128 0 0 0 0 0
0.1152 0 0 0 0 0
0.1176 0 0 0 0 0
0.12 -nan -nan -nan -nan -nan
