#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0146 0 0
0.0292 0 0
0.0438 0 0
0.0584 0 0
0.073 0.0211394 0.0697187
0.0876 0.133304 0.432604
0.1022 0.299634 0.955587
0.1168 0.55266 1.73357
0.1314 0.847396 2.61012
0.146 1.20759 3.64941
0.1606 1.64359 4.87096
0.1752 2.11674 6.14282
0.1898 2.65113 7.52687
0.2044 3.23506 8.97607
0.219 3.84293 10.4071
0.2336 4.41758 11.6579
0.2482 4.80414 12.3254
0.2628 4.86826 12.1091
0.2774 4.5979 11.0576
0.292 4.14945 9.62936
0.3066 3.58761 8.01893
0.3212 2.93891 6.31448
0.3358 2.26118 4.66132
0.3504 1.5896 3.13774
0.365 0.941104 1.77435
0.3796 0.380379 0.683223
0.3942 0.0138291 0.0235964
0.4088 0 0
0.4234 0 0
0.438 0 0
0.4526 0 0
0.4672 0 0
0.4818 0 0
0.4964 0 0
0.511 0 0
0.5256 0 0
0.5402 0 0
0.5548 0 0
0.5694 0 0
0.584 0 0
0.5986 0 0
0.6132 0 0
0.6278 0 0
0.6424 0 0
0.657 0 0
0.6716 0 0
0.6862 0 0
0.7008 0 0
0.7154 0 0
0.73 -nan -nan
