#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0114 0 0
0.0228 0 0
0.0342 0 0
0.0456 0.915284 1.87431
0.057 2.17041 4.39405
0.0684 3.35294 6.70341
0.0798 4.45882 8.79296
0.0912 5.48267 10.6523
0.1026 6.41768 12.2699
0.114 7.25541 13.6332
0.1254 7.98553 14.7283
0.1368 8.59556 15.5403
0.1482 9.07054 16.0528
0.1596 9.39256 16.2481
0.171 9.54029 16.107
0.1824 9.48837 15.6091
0.1938 9.20659 14.7324
0.2052 8.65901 13.4536
0.2166 7.80275 11.7481
0.228 6.58658 9.59001
0.2394 4.94911 6.95259
0.2508 2.81651 3.8083
0.2622 0.0996631 0.12936
0.2736 0 0
0.285 0 0
0.2964 0 0
0.3078 0 0
0.3192 0 0
0.3306 0 0
0.342 0 0
0.3534 0 0
0.3648 0 0
0.3762 0 0
0.3876 0 0
0.399 0 0
0.4104 0 0
0.4218 0 0
0.4332 0 0
0.4446 0 0
0.456 0 0
0.4674 0 0
0.4788 0 0
0.4902 0 0
0.5016 0 0
0.513 0 0
0.5244 0 0
0.5358 0 0
0.5472 0 0
0.5586 0 0
0.57 -nan -nan
