#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0128 0 0
0.0256 0 0
0.0384 0.0625918 0.161699
0.0512 0.263099 0.672236
0.064 0.536922 1.35487
0.0768 0.950669 2.36989
0.0896 1.42653 3.50789
0.1024 1.98682 4.81375
0.1152 2.66197 6.35037
0.128 3.37629 7.91822
0.1408 4.18847 9.64764
0.1536 5.05658 11.4249
0.1664 5.94096 13.1483
0.1792 6.79598 14.7107
0.192 7.43443 15.7084
0.2048 7.62701 15.6919
0.2176 7.31504 14.6177
0.2304 6.70016 12.9777
0.2432 5.90901 11.0733
0.256 4.99989 9.04778
0.2688 4.01914 7.00912
0.2816 2.98902 5.01211
0.2944 1.95719 3.14781
0.3072 1.09595 1.68747
0.32 0.367862 0.540656
0.3328 0 0
0.3456 0 0
0.3584 0 0
0.3712 0 0
0.384 0 0
0.3968 0 0
0.4096 0 0
0.4224 0 0
0.4352 0 0
0.448 0 0
0.4608 0 0
0.4736 0 0
0.4864 0 0
0.4992 0 0
0.512 0 0
0.5248 0 0
0.5376 0 0
0.5504 0 0
0.5632 0 0
0.576 0 0
0.5888 0 0
0.6016 0 0
0.6144 0 0
0.6272 0 0
0.64 -nan -nan
