#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.016 0 0
0.032 0 0
0.048 0 0
0.064 0 0
0.08 0 0
0.096 0 0
0.112 0.0267209 0.103241
0.128 0.152937 0.578862
0.144 0.345477 1.2803
0.16 0.590086 2.13842
0.176 0.930269 3.29971
0.192 1.30973 4.53962
0.208 1.75983 5.95666
0.224 2.28446 7.54674
0.24 2.85163 9.18289
0.256 3.44989 10.8163
0.272 4.05322 12.3569
0.288 4.53559 13.4176
0.304 4.71077 13.4831
0.32 4.52597 12.496
0.336 4.12472 10.9623
0.352 3.57303 9.12335
0.368 2.93113 7.1777
0.384 2.24389 5.26038
0.4 1.53771 3.44405
0.416 0.852093 1.81898
0.432 0.264288 0.536377
0.448 0 0
0.464 0 0
0.48 0 0
0.496 0 0
0.512 0 0
0.528 0 0
0.544 0 0
0.56 0 0
0.576 0 0
0.592 0 0
0.608 0 0
0.624 0 0
0.64 0 0
0.656 0 0
0.672 0 0
0.688 0 0
0.704 0 0
0.72 0 0
0.736 0 0
0.752 0 0
0.768 0 0
0.784 0 0
0.8 -nan -nan
