#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0152 0 0 0 0 0
0.0304 0 0 0 0 0
0.0456 0 0 0 0 0
0.0608 0 0 0 0 0
0.076 0 0 0 0 0
0.0912 0 0 0 0 0
0.1064 0 0 0 0 0
0.1216 0.17057 0.0548466 0.00521343 3.34465 -3.34335
0.1368 0.582757 0.210764 0.0216667 10.7806 -10.7736
0.152 1.00882 0.405329 0.0450315 17.6929 -17.6769
0.1672 1.44034 0.636488 0.076241 24.0512 -24.0235
0.1824 1.86836 0.900594 0.115952 29.8182 -29.7767
0.1976 2.2833 1.19223 0.164441 34.9487 -34.8919
0.2128 2.67479 1.504 0.221485 39.3885 -39.3156
0.228 3.03147 1.82625 0.286224 43.0734 -42.9843
0.2432 3.34087 2.14681 0.356997 45.9278 -45.8232
0.2584 3.58924 2.45058 0.431156 47.8634 -47.7446
0.2736 3.76135 2.71925 0.504847 48.7769 -48.6463
0.2888 3.84033 2.93076 0.572768 48.5483 -48.4091
0.304 3.80758 3.05894 0.627887 47.0382 -46.8945
0.3192 3.6426 3.07305 0.661135 44.0847 -43.9418
0.3344 3.32299 2.93731 0.661075 39.4999 -39.3644
0.3496 2.82451 2.61062 0.613563 33.0658 -32.9457
0.3648 2.12132 2.04636 0.501428 24.5289 -24.4347
0.38 1.18651 1.19258 0.304214 13.5948 -13.5395
0.3952 0 0 0 0 0
0.4104 0 0 0 0 0
0.4256 0 0 0 0 0
0.4408 0 0 0 0 0
0.456 0 0 0 0 0
0.4712 0 0 0 0 0
0.4864 0 0 0 0 0
0.5016 0 0 0 0 0
0.5168 0 0 0 0 0
0.532 0 0 0 0 0
0.5472 0 0 0 0 0
0.5624 0 0 0 0 0
0.5776 0 0 0 0 0
0.5928 0 0 0 0 0
0.608 0 0 0 0 0
0.6232 0 0 0 0 0
0.6384 0 0 0 0 0
0.6536 0 0 0 0 0
0.6688 0 0 0 0 0
0.684 0 0 0 0 0
0.6992 0 0 0 0 0
0.7144 0 0 0 0 0
0.7296 0 0 0 0 0
0.7448 0 0 0 0 0
0.76 -nan -nan -nan -nan -nan
