#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.019 0 0 0 0 0
0.038 0 0 0 0 0
0.057 0 0 0 0 0
0.076 0 0 0 0 0
0.095 0 0 0 0 0
0.114 0 0 0 0 0
0.133 0 0 0 0 0
0.152 0 0 0 0 0
0.171 0 0 0 0 0
0.19 0.00203545 0.000816408 8.72078e-05 0.0612378 -0.0611145
0.209 0.0354972 0.0156589 0.00181376 0.985679 -0.983663
0.228 0.0953313 0.0458707 0.00573724 2.46158 -2.45649
0.247 0.182862 0.095311 0.0128186 4.42456 -4.41539
0.266 0.306806 0.172204 0.0248096 7.05731 -7.04292
0.285 0.456731 0.274652 0.0422203 10.0036 -9.98364
0.304 0.636287 0.408123 0.0667056 13.3314 -13.3056
0.323 0.852876 0.581235 0.10069 17.2328 -17.2011
0.342 1.08994 0.786495 0.14398 21.2951 -21.2583
0.361 1.34189 1.02211 0.197201 25.4497 -25.4091
0.38 1.5808 1.26751 0.257088 29.1499 -29.1077
0.399 1.73204 1.45826 0.310217 30.9085 -30.868
0.418 1.73889 1.53378 0.341467 29.8308 -29.7951
0.437 1.61949 1.49342 0.347286 26.6386 -26.6096
0.456 1.42255 1.36891 0.331932 22.5038 -22.482
0.475 1.16431 1.16716 0.294637 17.7744 -17.7594
0.494 0.871371 0.90852 0.238421 12.9038 -12.8949
0.513 0.56708 0.614069 0.1673 8.19443 -8.19006
0.532 0.279248 0.313634 0.0886 3.96245 -3.96102
0.551 0.0492882 0.0573455 0.0167778 0.689755 -0.68962
0.57 0 0 0 0 0
0.589 0 0 0 0 0
0.608 0 0 0 0 0
0.627 0 0 0 0 0
0.646 0 0 0 0 0
0.665 0 0 0 0 0
0.684 0 0 0 0 0
0.703 0 0 0 0 0
0.722 0 0 0 0 0
0.741 0 0 0 0 0
0.76 0 0 0 0 0
0.779 0 0 0 0 0
0.798 0 0 0 0 0
0.817 0 0 0 0 0
0.836 0 0 0 0 0
0.855 0 0 0 0 0
0.874 0 0 0 0 0
0.893 0 0 0 0 0
0.912 0 0 0 0 0
0.931 0 0 0 0 0
0.95 -nan -nan -nan -nan -nan
