#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.005 13.9132 6.00084
0.01 27.8314 11.9542
0.015 41.7594 17.8125
0.02 55.7023 23.5281
0.025 69.665 29.053
0.03 74.2281 30.653
0.035 74.7821 30.5655
0.04 74.228 29.9575
0.045 72.5076 28.825
0.05 69.5519 27.1676
0.055 65.2796 24.9885
0.06 59.596 22.2953
0.065 52.3909 19.1001
0.07 43.5369 15.4204
0.075 32.8863 11.2799
0.08 20.2686 6.70887
0.085 5.48626 1.74585
0.09 0 0
0.095 0 0
0.1 0 0
0.105 0 0
0.11 0 0
0.115 0 0
0.12 0 0
0.125 0 0
0.13 0 0
0.135 0 0
0.14 0 0
0.145 0 0
0.15 0 0
0.155 0 0
0.16 0 0
0.165 0 0
0.17 0 0
0.175 0 0
0.18 0 0
0.185 0 0
0.19 0 0
0.195 0 0
0.2 0 0
0.205 0 0
0.21 0 0
0.215 0 0
0.22 0 0
0.225 0 0
0.23 0 0
0.235 0 0
0.24 0 0
0.245 0 0
0.25 -nan -nan
