#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0088 2.42285 0.0988864 0.050301 19.0724 -18.0643
0.0176 4.76086 0.388603 0.10444 37.3077 -35.3283
0.0264 6.77265 0.829079 0.161211 52.4602 -49.6536
0.0352 8.98462 1.46629 0.238352 68.8058 -65.0912
0.044 11.2492 2.29457 0.338405 85.0767 -80.4351
0.0528 13.8978 3.40171 0.480034 104.023 -98.2891
0.0616 16.5524 4.72667 0.659443 122.544 -115.712
0.0704 19.2251 6.27439 0.884309 140.795 -132.849
0.0792 21.7855 7.99937 1.15489 157.813 -148.789
0.088 24.0506 9.81338 1.46419 172.281 -162.289
0.0968 25.305 11.3589 1.76013 178.856 -168.315
0.1056 25.2399 12.3607 1.99492 175.594 -165.056
0.1144 23.8367 12.6473 2.12919 162.828 -152.856
0.1232 21.7107 12.4067 2.18104 145.511 -136.407
0.132 19.1575 11.7314 2.15452 125.967 -117.908
0.1408 16.3175 10.6606 2.04532 105.264 -98.3712
0.1496 13.2618 9.20801 1.84476 83.9131 -78.2839
0.1584 10.1953 7.49766 1.56766 63.2986 -58.945
0.1672 7.369 5.72259 1.24801 44.9521 -41.781
0.176 4.60984 3.77004 0.856715 27.6061 -25.6059
0.1848 2.18861 1.88041 0.444855 12.8687 -11.91
0.1936 0.482706 0.434774 0.107005 2.7923 -2.57833
0.2024 0 0 0 0 0
0.2112 0 0 0 0 0
0.22 0 0 0 0 0
0.2288 0 0 0 0 0
0.2376 0 0 0 0 0
0.2464 0 0 0 0 0
0.2552 0 0 0 0 0
0.264 0 0 0 0 0
0.2728 0 0 0 0 0
0.2816 0 0 0 0 0
0.2904 0 0 0 0 0
0.2992 0 0 0 0 0
0.308 0 0 0 0 0
0.3168 0 0 0 0 0
0.3256 0 0 0 0 0
0.3344 0 0 0 0 0
0.3432 0 0 0 0 0
0.352 0 0 0 0 0
0.3608 0 0 0 0 0
0.3696 0 0 0 0 0
0.3784 0 0 0 0 0
0.3872 0 0 0 0 0
0.396 0 0 0 0 0
0.4048 0 0 0 0 0
0.4136 0 0 0 0 0
0.4224 0 0 0 0 0
0.4312 0 0 0 0 0
0.44 -nan -nan -nan -nan -nan
