#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0082 3.51408 0.144033 0.0881852 25.0396 -23.3072
0.0164 6.97508 0.57177 0.183491 49.5511 -46.1136
0.0246 10.1824 1.25197 0.288254 71.9286 -66.9152
0.0328 12.969 2.12586 0.402677 90.692 -84.3227
0.041 16.0152 3.2813 0.55533 110.945 -103.09
0.0492 19.0985 4.69549 0.747804 131.007 -121.648
0.0574 22.2629 6.38591 0.990926 151.257 -140.346
0.0656 25.3728 8.31828 1.28731 170.749 -158.303
0.0738 28.1667 10.3897 1.62866 187.68 -173.842
0.082 30.0427 12.3145 1.97492 197.904 -183.124
0.0902 30.4101 13.713 2.26424 197.581 -182.605
0.0984 29.1504 14.3412 2.44806 186.353 -171.991
0.1066 26.8001 14.2852 2.52839 168.35 -155.14
0.1148 23.8817 13.7108 2.52139 147.365 -135.58
0.123 20.5727 12.6573 2.42135 124.679 -114.509
0.1312 17.0697 11.2052 2.23124 101.611 -93.1503
0.1394 13.6199 9.50279 1.97022 79.6908 -72.9136
0.1476 10.0871 7.45487 1.60881 57.9769 -52.9354
0.1558 6.62913 5.17387 1.16164 37.4094 -34.0794
0.164 3.86065 3.17376 0.741305 21.4515 -19.4971
0.1722 1.47977 1.27822 0.31035 8.08985 -7.3345
0.1804 0.0166851 0.0151111 0.00381107 0.0897316 -0.0811347
0.1886 0 0 0 0 0
0.1968 0 0 0 0 0
0.205 0 0 0 0 0
0.2132 0 0 0 0 0
0.2214 0 0 0 0 0
0.2296 0 0 0 0 0
0.2378 0 0 0 0 0
0.246 0 0 0 0 0
0.2542 0 0 0 0 0
0.2624 0 0 0 0 0
0.2706 0 0 0 0 0
0.2788 0 0 0 0 0
0.287 0 0 0 0 0
0.2952 0 0 0 0 0
0.3034 0 0 0 0 0
0.3116 0 0 0 0 0
0.3198 0 0 0 0 0
0.328 0 0 0 0 0
0.3362 0 0 0 0 0
0.3444 0 0 0 0 0
0.3526 0 0 0 0 0
0.3608 0 0 0 0 0
0.369 0 0 0 0 0
0.3772 0 0 0 0 0
0.3854 0 0 0 0 0
0.3936 0 0 0 0 0
0.4018 0 0 0 0 0
0.41 -nan -nan -nan -nan -nan
