#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.001 15.5179 1.0347
0.002 31.0361 2.03136
0.003 46.5548 2.95191
0.004 62.0743 3.75831
0.005 77.5947 4.41249
0.006 93.1165 4.87639
0.007 108.64 5.11192
0.008 124.165 5.081
0.009 139.692 4.7455
0.01 155.221 4.06731
0.011 108.962 2.34381
0.012 43.9129 0.751434
0.013 0 0
0.014 0 0
0.015 0 0
0.016 0 0
0.017 0 0
0.018 0 0
0.019 0 0
0.02 0 0
0.021 0 0
0.022 0 0
0.023 0 0
0.024 0 0
0.025 0 0
0.026 0 0
0.027 0 0
0.028 0 0
0.029 0 0
0.03 0 0
0.031 0 0
0.032 0 0
0.033 0 0
0.034 0 0
0.035 0 0
0.036 0 0
0.037 0 0
0.038 0 0
0.039 0 0
0.04 0 0
0.041 0 0
0.042 0 0
0.043 0 0
0.044 0 0
0.045 0 0
0.046 0 0
0.047 0 0
0.048 0 0
0.049 0 0
0.05 -nan -nan
