#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0048 16.9344 0.753091 1.90035 73.479 -54.2457
0.0096 34.0789 3.032 3.88175 147.944 -109.202
0.0144 49.5393 6.61229 5.76145 214.624 -158.338
0.0192 64.2312 11.4354 7.6973 277.825 -204.837
0.024 76.653 17.0656 9.52841 330.671 -243.59
0.0288 84.8478 22.6764 10.9979 364.443 -268.16
0.0336 87.7574 27.3714 11.9137 374.643 -275.263
0.0384 84.1879 30.0135 12.0052 356.285 -261.292
0.0432 77.1313 30.9384 11.5932 323.083 -236.435
0.048 68.7248 30.6361 10.9291 284.762 -207.902
0.0528 59.5536 29.2128 10.0527 243.996 -177.684
0.0576 50.3523 26.9595 9.04838 203.986 -148.143
0.0624 40.9409 23.7635 7.84737 163.927 -118.701
0.0672 31.0998 19.4544 6.36393 122.937 -88.7328
0.072 22.8605 15.3394 5.00601 89.3328 -64.2656
0.0768 14.7824 10.5929 3.46387 57.0308 -40.8792
0.0816 7.51887 5.73232 1.88551 28.6172 -20.4324
0.0864 2.45561 1.98586 0.659988 9.23491 -6.56733
0.0912 0 0 0 0 0
0.096 0 0 0 0 0
0.1008 0 0 0 0 0
0.1056 0 0 0 0 0
0.1104 0 0 0 0 0
0.1152 0 0 0 0 0
0.12 0 0 0 0 0
0.1248 0 0 0 0 0
0.1296 0 0 0 0 0
0.1344 0 0 0 0 0
0.1392 0 0 0 0 0
0.144 0 0 0 0 0
0.1488 0 0 0 0 0
0.1536 0 0 0 0 0
0.1584 0 0 0 0 0
0.1632 0 0 0 0 0
0.168 0 0 0 0 0
0.1728 0 0 0 0 0
0.1776 0 0 0 0 0
0.1824 0 0 0 0 0
0.1872 0 0 0 0 0
0.192 0 0 0 0 0
0.1968 0 0 0 0 0
0.2016 0 0 0 0 0
0.2064 0 0 0 0 0
0.2112 0 0 0 0 0
0.216 0 0 0 0 0
0.2208 0 0 0 0 0
0.2256 0 0 0 0 0
0.2304 0 0 0 0 0
0.2352 0 0 0 0 0
0.24 -nan -nan -nan -nan -nan
