#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0196 0 0 0 0 0
0.0392 0 0 0 0 0
0.0588 0 0 0 0 0
0.0784 0 0 0 0 0
0.098 0 0 0 0 0
0.1176 0 0 0 0 0
0.1372 0 0 0 0 0
0.1568 0 0 0 0 0
0.1764 0 0 0 0 0
0.196 0 0 0 0 0
0.2156 0 0 0 0 0
0.2352 0 0 0 0 0
0.2548 0.0583315 0.0304071 0.00409661 1.70974 -1.70553
0.2744 0.16952 0.0951504 0.0137126 4.54283 -4.53164
0.294 0.290671 0.174785 0.0268554 7.19623 -7.17865
0.3136 0.418122 0.268162 0.0437871 9.64745 -9.62423
0.3332 0.547767 0.373244 0.0645721 11.8686 -11.8406
0.3528 0.674961 0.486947 0.0890041 13.8253 -13.7938
0.3724 0.794416 0.604954 0.116517 15.4758 -15.4421
0.392 0.900087 0.721495 0.146081 16.7693 -16.7348
0.4116 0.985068 0.829106 0.176075 17.6444 -17.6108
0.4312 1.04149 0.918364 0.204147 18.0269 -17.9957
0.4508 1.06044 0.977629 0.227052 17.8272 -17.8
0.4704 1.03196 0.992803 0.240483 16.9374 -16.9153
0.49 0.945066 0.947179 0.238907 15.2267 -15.2106
0.5096 0.788003 0.821456 0.215436 12.5373 -12.5275
0.5292 0.548696 0.594082 0.161782 8.67783 -8.67357
0.5488 0.21564 0.242173 0.0683944 3.41602 -3.41538
0.5684 0 0 0 0 0
0.588 0 0 0 0 0
0.6076 0 0 0 0 0
0.6272 0 0 0 0 0
0.6468 0 0 0 0 0
0.6664 0 0 0 0 0
0.686 0 0 0 0 0
0.7056 0 0 0 0 0
0.7252 0 0 0 0 0
0.7448 0 0 0 0 0
0.7644 0 0 0 0 0
0.784 0 0 0 0 0
0.8036 0 0 0 0 0
0.8232 0 0 0 0 0
0.8428 0 0 0 0 0
0.8624 0 0 0 0 0
0.882 0 0 0 0 0
0.9016 0 0 0 0 0
0.9212 0 0 0 0 0
0.9408 0 0 0 0 0
0.9604 0 0 0 0 0
0.98 -nan -nan -nan -nan -nan
