#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.004 12.5764 3.68867
0.008 25.1558 7.33818
0.012 37.7412 10.9093
0.016 50.3356 14.3628
0.02 62.9422 17.6592
0.024 75.5638 20.7589
0.028 78.4505 21.2162
0.032 76.0764 20.274
0.036 72.3655 18.9463
0.04 67.2428 17.2414
0.044 60.6203 15.1719
0.048 52.3956 12.7552
0.052 42.4499 10.0144
0.056 30.6462 6.97807
0.06 16.8263 3.68189
0.064 0.807433 0.168987
0.068 0 0
0.072 0 0
0.076 0 0
0.08 0 0
0.084 0 0
0.088 0 0
0.092 0 0
0.096 0 0
0.1 0 0
0.104 0 0
0.108 0 0
0.112 0 0
0.116 0 0
0.12 0 0
0.124 0 0
0.128 0 0
0.132 0 0
0.136 0 0
0.14 0 0
0.144 0 0
0.148 0 0
0.152 0 0
0.156 0 0
0.16 0 0
0.164 0 0
0.168 0 0
0.172 0 0
0.176 0 0
0.18 0 0
0.184 0 0
0.188 0 0
0.192 0 0
0.196 0 0
0.2 -nan -nan
