#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.006 9.62304 5.74776
0.012 19.2507 11.4599
0.018 28.8876 17.1008
0.024 36.2488 21.3184
0.03 38.6203 22.5792
0.036 40.4152 23.4432
0.042 41.6102 23.8993
0.048 42.1764 23.9379
0.054 42.0791 23.5508
0.06 41.2765 22.7318
0.066 39.7196 21.4763
0.072 37.3508 19.7821
0.078 34.1031 17.6494
0.084 29.8985 15.0815
0.09 24.6465 12.0849
0.096 18.2421 8.66987
0.102 10.5638 4.85152
0.108 1.46989 0.65019
0.114 0 0
0.12 0 0
0.126 0 0
0.132 0 0
0.138 0 0
0.144 0 0
0.15 0 0
0.156 0 0
0.162 0 0
0.168 0 0
0.174 0 0
0.18 0 0
0.186 0 0
0.192 0 0
0.198 0 0
0.204 0 0
0.21 0 0
0.216 0 0
0.222 0 0
0.228 0 0
0.234 0 0
0.24 0 0
0.246 0 0
0.252 0 0
0.258 0 0
0.264 0 0
0.27 0 0
0.276 0 0
0.282 0 0
0.288 0 0
0.294 0 0
0.3 -nan -nan
