#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0024 18.1214 2.54973
0.0048 36.2444 5.05081
0.0072 54.3708 7.45459
0.0096 72.5022 9.71238
0.012 90.6403 11.7754
0.0144 108.787 13.5949
0.0168 126.943 15.122
0.0192 145.111 16.3076
0.0216 150.572 16.0106
0.024 131.878 13.5014
0.0264 109.583 10.7294
0.0288 83.46 7.75641
0.0312 53.2416 4.65675
0.0336 18.6222 1.51786
0.036 0 0
0.0384 0 0
0.0408 0 0
0.0432 0 0
0.0456 0 0
0.048 0 0
0.0504 0 0
0.0528 0 0
0.0552 0 0
0.0576 0 0
0.06 0 0
0.0624 0 0
0.0648 0 0
0.0672 0 0
0.0696 0 0
0.072 0 0
0.0744 0 0
0.0768 0 0
0.0792 0 0
0.0816 0 0
0.084 0 0
0.0864 0 0
0.0888 0 0
0.0912 0 0
0.0936 0 0
0.096 0 0
0.0984 0 0
0.1008 0 0
0.1032 0 0
0.1056 0 0
0.108 0 0
0.1104 0 0
0.1128 0 0
0.1152 0 0
0.1176 0 0
0.12 -nan -nan
