#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0052 15.7102 7.15031
0.0104 30.546 13.8718
0.0156 45.5173 20.5642
0.0208 58.8379 26.4089
0.026 71.1543 31.6586
0.0312 80.1637 35.3087
0.0364 83.9667 36.5745
0.0416 81.7172 35.1767
0.0468 75.8719 32.2315
0.052 68.585 28.6915
0.0572 60.3445 24.8025
0.0624 51.5879 20.7816
0.0676 42.312 16.6666
0.0728 33.6659 12.9252
0.078 25.2375 9.4174
0.0832 16.7278 6.05254
0.0884 10.2253 3.56939
0.0936 4.42355 1.48541
0.0988 0.436626 0.140464
0.104 0 0
0.1092 0 0
0.1144 0 0
0.1196 0 0
0.1248 0 0
0.13 0 0
0.1352 0 0
0.1404 0 0
0.1456 0 0
0.1508 0 0
0.156 0 0
0.1612 0 0
0.1664 0 0
0.1716 0 0
0.1768 0 0
0.182 0 0
0.1872 0 0
0.1924 0 0
0.1976 0 0
0.2028 0 0
0.208 0 0
0.2132 0 0
0.2184 0 0
0.2236 0 0
0.2288 0 0
0.234 0 0
0.2392 0 0
0.2444 0 0
0.2496 0 0
0.2548 0 0
0.26 -nan -nan
