#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0104 0 0 0 0 0
0.0208 0 0 0 0 0
0.0312 1.27074 0.15452 0.0215673 13.2217 -12.9055
0.0416 2.57453 0.417287 0.0502016 26.0698 -25.4317
0.052 3.83039 0.77585 0.0876566 37.7967 -36.8495
0.0624 5.02465 1.22104 0.136288 48.373 -47.1317
0.0728 6.14318 1.74137 0.1979 57.7631 -56.2446
0.0832 7.17114 2.32286 0.273611 65.9238 -64.148
0.0936 8.09286 2.94882 0.363711 72.8047 -70.7945
0.104 8.89165 3.59967 0.467498 78.3471 -76.1291
0.1144 9.54964 4.25258 0.583098 82.4837 -80.0887
0.1248 10.0475 4.88115 0.707252 85.1378 -82.6014
0.1352 10.3646 5.45505 0.835087 86.2225 -83.5858
0.1456 10.4781 5.93958 0.959842 85.6396 -82.9503
0.156 10.3636 6.29514 1.07257 83.2789 -80.5919
0.1664 9.99439 6.47673 1.16177 79.0165 -76.3956
0.1768 9.3414 6.43333 1.21304 72.7141 -70.2329
0.1872 8.37303 6.10726 1.20858 64.2166 -61.9607
0.1976 7.05497 5.4335 1.12674 53.3509 -51.4196
0.208 5.35007 4.33896 0.941424 39.9235 -38.4327
0.2184 3.21829 2.74179 0.621528 23.718 -22.8034
0.2288 0.61669 0.55069 0.130246 4.49262 -4.31347
0.2392 0 0 0 0 0
0.2496 0 0 0 0 0
0.26 0 0 0 0 0
0.2704 0 0 0 0 0
0.2808 0 0 0 0 0
0.2912 0 0 0 0 0
0.3016 0 0 0 0 0
0.312 0 0 0 0 0
0.3224 0 0 0 0 0
0.3328 0 0 0 0 0
0.3432 0 0 0 0 0
0.3536 0 0 0 0 0
0.364 0 0 0 0 0
0.3744 0 0 0 0 0
0.3848 0 0 0 0 0
0.3952 0 0 0 0 0
0.4056 0 0 0 0 0
0.416 0 0 0 0 0
0.4264 0 0 0 0 0
0.4368 0 0 0 0 0
0.4472 0 0 0 0 0
0.4576 0 0 0 0 0
0.468 0 0 0 0 0
0.4784 0 0 0 0 0
0.4888 0 0 0 0 0
0.4992 0 0 0 0 0
0.5096 0 0 0 0 0
0.52 -nan -nan -nan -nan -nan
