#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.017 0 0 0 0 0
0.034 0 0 0 0 0
0.051 0 0 0 0 0
0.068 0 0 0 0 0
0.085 0 0 0 0 0
0.102 0 0 0 0 0
0.119 0 0 0 0 0
0.136 0.0154834 0.00497226 0.000452746 0.373001 -0.372857
0.153 0.0640203 0.0231253 0.00229795 1.44975 -1.44901
0.17 0.138952 0.0557616 0.0060281 2.97477 -2.97289
0.187 0.244638 0.10798 0.0126488 4.98074 -4.9771
0.204 0.388026 0.186828 0.0236192 7.58684 -7.5808
0.221 0.555549 0.289763 0.0393574 10.4262 -10.4172
0.238 0.761043 0.427468 0.0621377 13.7909 -13.7784
0.255 0.99902 0.601213 0.093184 17.549 -17.5327
0.272 1.25911 0.808258 0.133114 21.4829 -21.4627
0.289 1.53219 1.04505 0.182306 25.4467 -25.4228
0.306 1.8046 1.3033 0.240137 29.2414 -29.2142
0.323 2.01143 1.53344 0.297611 31.7221 -31.6927
0.34 2.07682 1.66667 0.339855 31.6925 -31.662
0.357 1.98362 1.67151 0.357289 29.1371 -29.107
0.374 1.79259 1.58252 0.353883 25.3526 -25.3245
0.391 1.54174 1.42301 0.332304 21.058 -21.0332
0.408 1.24018 1.19453 0.290814 16.3962 -16.3755
0.425 0.908634 0.911749 0.231052 11.6553 -11.6397
0.442 0.57471 0.599825 0.157999 7.17427 -7.16397
0.459 0.282857 0.306627 0.0838461 3.45929 -3.45403
0.476 0.0662794 0.0745279 0.0211311 0.799984 -0.798698
0.493 0 0 0 0 0
0.51 0 0 0 0 0
0.527 0 0 0 0 0
0.544 0 0 0 0 0
0.561 0 0 0 0 0
0.578 0 0 0 0 0
0.595 0 0 0 0 0
0.612 0 0 0 0 0
0.629 0 0 0 0 0
0.646 0 0 0 0 0
0.663 0 0 0 0 0
0.68 0 0 0 0 0
0.697 0 0 0 0 0
0.714 0 0 0 0 0
0.731 0 0 0 0 0
0.748 0 0 0 0 0
0.765 0 0 0 0 0
0.782 0 0 0 0 0
0.799 0 0 0 0 0
0.816 0 0 0 0 0
0.833 0 0 0 0 0
0.85 -nan -nan -nan -nan -nan
