#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.008 2.92567 0.120105 0.0781661 20.0949 -18.5753
0.016 5.69597 0.46764 0.158893 38.962 -36.0067
0.024 8.48494 1.04494 0.254248 57.8395 -53.4367
0.032 10.9126 1.79178 0.357673 73.8258 -68.1711
0.04 13.3662 2.74321 0.487012 89.6768 -82.7579
0.048 15.8212 3.89645 0.647846 105.204 -97.0197
0.056 18.2932 5.2564 0.84756 120.559 -111.094
0.064 20.6583 6.7846 1.08629 134.905 -124.209
0.072 22.7614 8.4108 1.35889 147.234 -135.433
0.08 23.9553 9.83671 1.62016 153.177 -140.745
0.088 23.9398 10.8145 1.82824 150.965 -138.535
0.096 22.6745 11.1751 1.94789 140.671 -128.9
0.104 20.7105 11.0589 1.99437 126.283 -115.532
0.112 18.3745 10.5681 1.97658 110.097 -100.552
0.12 15.7679 9.71879 1.88793 92.8185 -84.6164
0.128 12.9537 8.51882 1.71997 74.8762 -68.1257
0.136 10.2493 7.16423 1.50423 58.2242 -52.8663
0.144 7.62895 5.64881 1.2334 42.5969 -38.5926
0.152 5.04181 3.94251 0.894783 27.6383 -24.9807
0.16 2.85096 2.34815 0.553854 15.3641 -13.8522
0.168 1.15091 0.996083 0.244082 6.10424 -5.48923
0.176 0.0614137 0.0557312 0.0141781 0.320481 -0.287381
0.184 0 0 0 0 0
0.192 0 0 0 0 0
0.2 0 0 0 0 0
0.208 0 0 0 0 0
0.216 0 0 0 0 0
0.224 0 0 0 0 0
0.232 0 0 0 0 0
0.24 0 0 0 0 0
0.248 0 0 0 0 0
0.256 0 0 0 0 0
0.264 0 0 0 0 0
0.272 0 0 0 0 0
0.28 0 0 0 0 0
0.288 0 0 0 0 0
0.296 0 0 0 0 0
0.304 0 0 0 0 0
0.312 0 0 0 0 0
0.32 0 0 0 0 0
0.328 0 0 0 0 0
0.336 0 0 0 0 0
0.344 0 0 0 0 0
0.352 0 0 0 0 0
0.36 0 0 0 0 0
0.368 0 0 0 0 0
0.376 0 0 0 0 0
0.384 0 0 0 0 0
0.392 0 0 0 0 0
0.4 -nan -nan -nan -nan -nan
