#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0094 1.9186 2.71298
0.0188 3.55004 5.0024
0.0282 5.30512 7.43777
0.0376 7.13953 9.94288
0.047 9.43494 13.0378
0.0564 11.7382 16.0691
0.0658 14.2822 19.3427
0.0752 16.9503 22.6775
0.0846 19.5886 25.8488
0.094 22.1254 28.7519
0.1034 24.1932 30.9073
0.1128 25.0697 31.425
0.1222 24.5516 30.1374
0.1316 22.8254 27.3835
0.141 20.5206 24.0153
0.1504 17.841 20.3284
0.1598 14.9978 16.6048
0.1692 12.0439 12.9292
0.1786 8.96883 9.31393
0.188 6.07628 6.08977
0.1974 3.5739 3.4481
0.2068 1.40052 1.29707
0.2162 0.0214391 0.0190015
0.2256 0 0
0.235 0 0
0.2444 0 0
0.2538 0 0
0.2632 0 0
0.2726 0 0
0.282 0 0
0.2914 0 0
0.3008 0 0
0.3102 0 0
0.3196 0 0
0.329 0 0
0.3384 0 0
0.3478 0 0
0.3572 0 0
0.3666 0 0
0.376 0 0
0.3854 0 0
0.3948 0 0
0.4042 0 0
0.4136 0 0
0.423 0 0
0.4324 0 0
0.4418 0 0
0.4512 0 0
0.4606 0 0
0.47 -nan -nan
