#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0006 72.1741 1.64622
0.0012 123.092 3.01045
0.0018 146.65 3.97345
0.0024 157.286 4.59548
0.003 159.526 4.8966
0.0036 158.744 4.91662
0.0042 152.428 4.67719
0.0048 144.748 4.21705
0.0054 130.721 3.58045
0.006 116.26 2.81127
0.0066 98.3294 1.99507
0.0072 76.7437 1.1718
0.0078 43.0073 0.437492
0.0084 4.86479 0.0298379
0.009 0 0
0.0096 0 0
0.0102 0 0
0.0108 0 0
0.0114 0 0
0.012 0 0
0.0126 0 0
0.0132 0 0
0.0138 0 0
0.0144 0 0
0.015 0 0
0.0156 0 0
0.0162 0 0
0.0168 0 0
0.0174 0 0
0.018 0 0
0.0186 0 0
0.0192 0 0
0.0198 0 0
0.0204 0 0
0.021 0 0
0.0216 0 0
0.0222 0 0
0.0228 0 0
0.0234 0 0
0.024 0 0
0.0246 0 0
0.0252 0 0
0.0258 0 0
0.0264 0 0
0.027 0 0
0.0276 0 0
0.0282 0 0
0.0288 0 0
0.0294 0 0
0.03 -nan -nan
