#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0104 0.415206 0.016826 0.00561145 4.28646 -4.18385
0.0208 0.838308 0.0679235 0.0120938 8.45169 -8.24558
0.0312 1.48807 0.180824 0.0242234 14.7566 -14.3913
0.0416 2.2136 0.358589 0.0419223 21.5495 -21.0069
0.052 3.09609 0.626853 0.0695229 29.6348 -28.8755
0.0624 4.10645 0.997618 0.110151 38.6965 -37.6876
0.0728 5.17316 1.46612 0.165622 47.955 -46.6807
0.0832 6.41838 2.07887 0.244401 58.6836 -57.0957
0.0936 7.6881 2.80141 0.345739 69.3037 -67.3918
0.104 8.97552 3.63406 0.473039 79.7923 -77.5462
0.1144 10.221 4.55245 0.626299 89.6243 -87.0479
0.1248 11.2878 5.48517 0.797831 97.5753 -94.7068
0.1352 11.8229 6.22442 0.956295 100.465 -97.4356
0.1456 11.6933 6.63015 1.07446 97.3831 -94.3621
0.156 10.9447 6.64931 1.13488 89.0956 -86.2444
0.1664 9.88419 6.40586 1.14991 78.6236 -76.025
0.1768 8.60625 5.92691 1.11737 66.892 -64.6063
0.1872 7.22551 5.26957 1.04186 54.9131 -52.9722
0.1976 5.78905 4.45742 0.92289 43.0458 -41.4708
0.208 4.31048 3.49449 0.756534 31.353 -30.1639
0.2184 2.84388 2.42147 0.54734 20.2224 -19.4262
0.2288 1.66439 1.48525 0.350151 11.6203 -11.1459
0.2392 0.663451 0.619235 0.152054 4.54701 -4.35416
0.2496 0.0295619 0.0288067 0.00735866 0.199021 -0.19024
0.26 0 0 0 0 0
0.2704 0 0 0 0 0
0.2808 0 0 0 0 0
0.2912 0 0 0 0 0
0.3016 0 0 0 0 0
0.312 0 0 0 0 0
0.3224 0 0 0 0 0
0.3328 0 0 0 0 0
0.3432 0 0 0 0 0
0.3536 0 0 0 0 0
0.364 0 0 0 0 0
0.3744 0 0 0 0 0
0.3848 0 0 0 0 0
0.3952 0 0 0 0 0
0.4056 0 0 0 0 0
0.416 0 0 0 0 0
0.4264 0 0 0 0 0
0.4368 0 0 0 0 0
0.4472 0 0 0 0 0
0.4576 0 0 0 0 0
0.468 0 0 0 0 0
0.4784 0 0 0 0 0
0.4888 0 0 0 0 0
0.4992 0 0 0 0 0
0.5096 0 0 0 0 0
0.52 -nan -nan -nan -nan -nan
