#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0078 7.01711 6.89358
0.0156 11.2613 11.0375
0.0234 14.0639 13.7312
0.0312 16.5791 16.0989
0.039 18.7999 18.1272
0.0468 20.7159 19.8026
0.0546 22.314 21.1118
0.0624 23.5772 22.0418
0.0702 24.4847 22.5798
0.078 25.0117 22.713
0.0858 25.1283 22.4294
0.0936 24.7993 21.7173
0.1014 23.9834 20.5656
0.1092 22.6322 18.9642
0.117 20.689 16.9043
0.1248 18.0878 14.3785
0.1326 14.7514 11.3812
0.1404 10.5895 7.90953
0.1482 5.49624 3.96349
0.156 0 0
0.1638 0 0
0.1716 0 0
0.1794 0 0
0.1872 0 0
0.195 0 0
0.2028 0 0
0.2106 0 0
0.2184 0 0
0.2262 0 0
0.234 0 0
0.2418 0 0
0.2496 0 0
0.2574 0 0
0.2652 0 0
0.273 0 0
0.2808 0 0
0.2886 0 0
0.2964 0 0
0.3042 0 0
0.312 0 0
0.3198 0 0
0.3276 0 0
0.3354 0 0
0.3432 0 0
0.351 0 0
0.3588 0 0
0.3666 0 0
0.3744 0 0
0.3822 0 0
0.39 -nan -nan
