#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0066 9.91432 0.41457 0.454091 54.7976 -47.4321
0.0132 19.7824 1.65476 0.93521 109.527 -94.8011
0.0198 29.5576 3.70996 1.47006 164.121 -142.043
0.0264 33.7856 5.65319 1.77294 186.002 -160.851
0.033 36.6541 7.66494 2.05381 199.704 -172.525
0.0396 38.979 9.78021 2.35872 210.185 -181.378
0.0462 40.7265 11.9215 2.68462 217.36 -187.343
0.0528 41.8604 14.0046 3.02443 221.133 -190.346
0.0594 42.3411 15.9384 3.36664 221.397 -190.304
0.066 42.1257 17.6232 3.69476 218.034 -187.128
0.0726 41.1673 18.9506 3.98679 210.913 -180.719
0.0792 39.4151 19.8016 4.21451 199.889 -170.973
0.0858 36.8136 20.0461 4.3427 184.804 -157.771
0.0924 33.3023 19.5411 4.32828 165.483 -140.991
0.099 28.8152 18.1291 4.11925 141.734 -120.496
0.1056 23.2804 15.6365 3.65347 113.349 -96.1405
0.1122 16.6194 11.8718 2.8573 80.0971 -67.7679
0.1188 8.74641 6.62273 1.64392 41.7264 -35.2094
0.1254 0 0 0 0 0
0.132 0 0 0 0 0
0.1386 0 0 0 0 0
0.1452 0 0 0 0 0
0.1518 0 0 0 0 0
0.1584 0 0 0 0 0
0.165 0 0 0 0 0
0.1716 0 0 0 0 0
0.1782 0 0 0 0 0
0.1848 0 0 0 0 0
0.1914 0 0 0 0 0
0.198 0 0 0 0 0
0.2046 0 0 0 0 0
0.2112 0 0 0 0 0
0.2178 0 0 0 0 0
0.2244 0 0 0 0 0
0.231 0 0 0 0 0
0.2376 0 0 0 0 0
0.2442 0 0 0 0 0
0.2508 0 0 0 0 0
0.2574 0 0 0 0 0
0.264 0 0 0 0 0
0.2706 0 0 0 0 0
0.2772 0 0 0 0 0
0.2838 0 0 0 0 0
0.2904 0 0 0 0 0
0.297 0 0 0 0 0
0.3036 0 0 0 0 0
0.3102 0 0 0 0 0
0.3168 0 0 0 0 0
0.3234 0 0 0 0 0
0.33 -nan -nan -nan -nan -nan
