#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.008 8.44165 8.71343
0.016 13.5556 13.9574
0.024 16.9591 17.3905
0.032 20.03 20.4239
0.04 22.7601 23.041
0.048 25.1376 25.2251
0.056 27.1468 26.9598
0.064 28.7679 28.2284
0.072 29.9767 29.0145
0.08 30.7437 29.302
0.088 31.0338 29.0749
0.096 30.8057 28.3177
0.104 30.0104 27.0155
0.112 28.5907 25.1546
0.12 26.4798 22.722
0.128 23.5994 19.7066
0.136 19.858 16.0994
0.144 15.1486 11.894
0.152 9.34558 7.08733
0.16 2.30137 1.6809
0.168 0 0
0.176 0 0
0.184 0 0
0.192 0 0
0.2 0 0
0.208 0 0
0.216 0 0
0.224 0 0
0.232 0 0
0.24 0 0
0.248 0 0
0.256 0 0
0.264 0 0
0.272 0 0
0.28 0 0
0.288 0 0
0.296 0 0
0.304 0 0
0.312 0 0
0.32 0 0
0.328 0 0
0.336 0 0
0.344 0 0
0.352 0 0
0.36 0 0
0.368 0 0
0.376 0 0
0.384 0 0
0.392 0 0
0.4 -nan -nan
