#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0056 12.7857 6.74879
0.0112 25.5769 13.4517
0.0168 38.3791 20.0629
0.0224 51.1977 26.5361
0.028 58.5281 30.0894
0.0336 60.5975 30.9097
0.0392 61.8079 31.2148
0.0448 62.1189 30.9946
0.0504 61.4819 30.241
0.056 59.8386 28.9487
0.0616 57.1206 27.1155
0.0672 53.2479 24.742
0.0728 48.1272 21.833
0.0784 41.6503 18.3972
0.084 33.692 14.4485
0.0896 24.107 10.0062
0.0952 12.7269 5.09632
0.1008 0 0
0.1064 0 0
0.112 0 0
0.1176 0 0
0.1232 0 0
0.1288 0 0
0.1344 0 0
0.14 0 0
0.1456 0 0
0.1512 0 0
0.1568 0 0
0.1624 0 0
0.168 0 0
0.1736 0 0
0.1792 0 0
0.1848 0 0
0.1904 0 0
0.196 0 0
0.2016 0 0
0.2072 0 0
0.2128 0 0
0.2184 0 0
0.224 0 0
0.2296 0 0
0.2352 0 0
0.2408 0 0
0.2464 0 0
0.252 0 0
0.2576 0 0
0.2632 0 0
0.2688 0 0
0.2744 0 0
0.28 -nan -nan
