#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0168 0 0 0 0 0
0.0336 0 0 0 0 0
0.0504 0 0 0 0 0
0.0672 0 0 0 0 0
0.084 0 0 0 0 0
0.1008 0 0 0 0 0
0.1176 0 0 0 0 0
0.1344 0.0182574 0.00586391 0.000536428 0.432328 -0.432211
0.1512 0.0920029 0.0332376 0.0033152 2.05048 -2.04965
0.168 0.209958 0.084268 0.00913901 4.43631 -4.43399
0.1848 0.361588 0.15962 0.0187429 7.24414 -7.23946
0.2016 0.577479 0.278081 0.0352269 11.1155 -11.1075
0.2184 0.830232 0.433088 0.0589305 15.3692 -15.357
0.2352 1.11966 0.628975 0.0915627 19.9701 -19.9529
0.252 1.46525 0.881897 0.136865 25.3453 -25.3227
0.2688 1.83765 1.17978 0.194524 30.8836 -30.8552
0.2856 2.22734 1.51938 0.265329 36.4597 -36.4258
0.3024 2.6011 1.87878 0.346494 41.5287 -41.4898
0.3192 2.85948 2.18023 0.42349 44.3895 -44.347
0.336 2.91108 2.33646 0.476788 43.7033 -43.659
0.3528 2.75132 2.31871 0.495971 39.7822 -39.7384
0.3696 2.46662 2.17785 0.487332 34.3901 -34.349
0.3864 2.09723 1.93599 0.452384 28.274 -28.2376
0.4032 1.66233 1.60138 0.390106 21.7272 -21.6972
0.42 1.19006 1.19433 0.302851 15.1206 -15.0982
0.4368 0.71889 0.750435 0.197795 8.90878 -8.89458
0.4536 0.30899 0.335019 0.0916677 3.75756 -3.75116
0.4704 0.0307768 0.0346143 0.00982089 0.370605 -0.369936
0.4872 0 0 0 0 0
0.504 0 0 0 0 0
0.5208 0 0 0 0 0
0.5376 0 0 0 0 0
0.5544 0 0 0 0 0
0.5712 0 0 0 0 0
0.588 0 0 0 0 0
0.6048 0 0 0 0 0
0.6216 0 0 0 0 0
0.6384 0 0 0 0 0
0.6552 0 0 0 0 0
0.672 0 0 0 0 0
0.6888 0 0 0 0 0
0.7056 0 0 0 0 0
0.7224 0 0 0 0 0
0.7392 0 0 0 0 0
0.756 0 0 0 0 0
0.7728 0 0 0 0 0
0.7896 0 0 0 0 0
0.8064 0 0 0 0 0
0.8232 0 0 0 0 0
0.84 -nan -nan -nan -nan -nan
