#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0166 0 0
0.0332 0 0
0.0498 0 0
0.0664 0 0
0.083 0 0
0.0996 0 0
0.1162 0.00248178 0.0103291
0.1328 0.0524826 0.213521
0.1494 0.15129 0.60226
0.166 0.293293 1.14227
0.1826 0.464811 1.76822
0.1992 0.691935 2.57165
0.2158 0.961789 3.48974
0.2324 1.26419 4.47232
0.249 1.61195 5.55626
0.2656 1.99794 6.70388
0.2822 2.40281 7.83862
0.2988 2.78405 8.81571
0.3154 3.01803 9.25017
0.332 3.02182 8.9366
0.3486 2.81925 8.02231
0.3652 2.51434 6.8719
0.3818 2.13058 5.58264
0.3984 1.69441 4.2483
0.415 1.22801 2.93988
0.4316 0.761772 1.73724
0.4482 0.348399 0.755162
0.4648 0.049627 0.102023
0.4814 0 0
0.498 0 0
0.5146 0 0
0.5312 0 0
0.5478 0 0
0.5644 0 0
0.581 0 0
0.5976 0 0
0.6142 0 0
0.6308 0 0
0.6474 0 0
0.664 0 0
0.6806 0 0
0.6972 0 0
0.7138 0 0
0.7304 0 0
0.747 0 0
0.7636 0 0
0.7802 0 0
0.7968 0 0
0.8134 0 0
0.83 -nan -nan
