#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0112 0.0383413 0.0769121
0.0224 0.432467 0.86207
0.0336 1.00885 1.99523
0.0448 1.86791 3.66393
0.056 2.84856 5.53377
0.0672 3.99417 7.67507
0.0784 5.34804 10.1555
0.0896 6.7465 12.6401
0.1008 8.3867 15.4889
0.112 10.0781 18.3202
0.1232 11.7906 21.066
0.1344 13.461 23.6036
0.1456 14.8558 25.5212
0.1568 15.4791 25.9969
0.168 15.1681 24.8492
0.1792 14.0831 22.4575
0.1904 12.5853 19.4977
0.2016 10.8584 16.3129
0.2128 8.95644 13.0221
0.224 7.05558 9.90857
0.2352 5.11468 6.92196
0.2464 3.19873 4.16119
0.2576 1.50673 1.87929
0.2688 0.304747 0.363504
0.28 0 0
0.2912 0 0
0.3024 0 0
0.3136 0 0
0.3248 0 0
0.336 0 0
0.3472 0 0
0.3584 0 0
0.3696 0 0
0.3808 0 0
0.392 0 0
0.4032 0 0
0.4144 0 0
0.4256 0 0
0.4368 0 0
0.448 0 0
0.4592 0 0
0.4704 0 0
0.4816 0 0
0.4928 0 0
0.504 0 0
0.5152 0 0
0.5264 0 0
0.5376 0 0
0.5488 0 0
0.56 -nan -nan
