#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0092 1.69257 2.29224
0.0184 3.18961 4.30655
0.0276 4.67341 6.28046
0.0368 6.12397 8.17689
0.046 7.94581 10.529
0.0552 9.80461 12.8734
0.0644 11.7415 15.2527
0.0736 13.8324 17.7524
0.0828 15.9019 20.131
0.092 17.8317 22.2311
0.1012 19.264 23.61
0.1104 19.7016 23.6916
0.1196 19.0302 22.4094
0.1288 17.5568 20.206
0.138 15.6722 17.5951
0.1472 13.548 14.8087
0.1564 11.2792 11.9788
0.1656 9.04763 9.31622
0.1748 6.76867 6.74165
0.184 4.49758 4.32226
0.1932 2.63968 2.44155
0.2024 1.08764 0.965468
0.2116 0.0632233 0.0536926
0.2208 0 0
0.23 0 0
0.2392 0 0
0.2484 0 0
0.2576 0 0
0.2668 0 0
0.276 0 0
0.2852 0 0
0.2944 0 0
0.3036 0 0
0.3128 0 0
0.322 0 0
0.3312 0 0
0.3404 0 0
0.3496 0 0
0.3588 0 0
0.368 0 0
0.3772 0 0
0.3864 0 0
0.3956 0 0
0.4048 0 0
0.414 0 0
0.4232 0 0
0.4324 0 0
0.4416 0 0
0.4508 0 0
0.46 -nan -nan
