#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0126 0 0
0.0252 0 0
0.0378 0.107555 0.26904
0.0504 0.348616 0.862938
0.063 0.675726 1.65327
0.0756 1.10777 2.67664
0.0882 1.65083 3.93682
0.1008 2.23256 5.24546
0.1134 2.98094 6.89858
0.126 3.76422 8.56661
0.1386 4.60957 10.3033
0.1512 5.52504 12.115
0.1638 6.4605 13.8781
0.1764 7.32907 15.3988
0.189 7.90598 16.2123
0.2016 8.00031 15.9733
0.2142 7.58399 14.7067
0.2268 6.89554 12.9619
0.2394 6.02649 10.9602
0.252 5.05745 8.88227
0.2646 4.03408 6.82832
0.2772 2.97446 4.8414
0.2898 1.92243 3.00133
0.3024 0.988664 1.4769
0.315 0.293422 0.418415
0.3276 0 0
0.3402 0 0
0.3528 0 0
0.3654 0 0
0.378 0 0
0.3906 0 0
0.4032 0 0
0.4158 0 0
0.4284 0 0
0.441 0 0
0.4536 0 0
0.4662 0 0
0.4788 0 0
0.4914 0 0
0.504 0 0
0.5166 0 0
0.5292 0 0
0.5418 0 0
0.5544 0 0
0.567 0 0
0.5796 0 0
0.5922 0 0
0.6048 0 0
0.6174 0 0
0.63 -nan -nan
