#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.009 2.15748 0.0879563 0.0423065 17.5997 -16.7526
0.018 4.07402 0.33214 0.0843797 32.9694 -31.3735
0.027 5.9049 0.721984 0.133294 47.2048 -44.8994
0.036 7.86344 1.28174 0.198732 62.0577 -58.9958
0.045 10.0462 2.04671 0.289675 78.3095 -74.4037
0.054 12.4601 3.04605 0.414532 96.0302 -91.1868
0.063 14.9212 4.25556 0.575177 113.664 -107.861
0.072 17.4565 5.69006 0.780096 131.487 -124.687
0.081 19.9496 7.31602 1.0311 148.601 -140.811
0.09 22.1962 9.04522 1.32138 163.454 -154.758
0.099 23.6671 10.6102 1.61406 172.005 -162.702
0.108 23.9143 11.6967 1.85735 171.093 -161.665
0.117 22.8452 12.1058 2.00893 160.477 -151.447
0.126 20.9333 11.947 2.07325 144.2 -135.902
0.135 18.6149 11.3842 2.0665 125.753 -118.347
0.144 15.9586 10.4122 1.97654 105.712 -99.3336
0.153 13.0423 9.04334 1.79413 84.6811 -79.441
0.162 10.2648 7.53852 1.56226 65.4269 -61.2737
0.171 7.49063 5.80889 1.25633 46.8675 -43.8124
0.18 4.76189 3.88875 0.876798 29.2237 -27.2646
0.189 2.44011 2.09342 0.491675 14.7116 -13.697
0.198 0.678861 0.610528 0.149236 4.02552 -3.73968
0.207 0 0 0 0 0
0.216 0 0 0 0 0
0.225 0 0 0 0 0
0.234 0 0 0 0 0
0.243 0 0 0 0 0
0.252 0 0 0 0 0
0.261 0 0 0 0 0
0.27 0 0 0 0 0
0.279 0 0 0 0 0
0.288 0 0 0 0 0
0.297 0 0 0 0 0
0.306 0 0 0 0 0
0.315 0 0 0 0 0
0.324 0 0 0 0 0
0.333 0 0 0 0 0
0.342 0 0 0 0 0
0.351 0 0 0 0 0
0.36 0 0 0 0 0
0.369 0 0 0 0 0
0.378 0 0 0 0 0
0.387 0 0 0 0 0
0.396 0 0 0 0 0
0.405 0 0 0 0 0
0.414 0 0 0 0 0
0.423 0 0 0 0 0
0.432 0 0 0 0 0
0.441 0 0 0 0 0
0.45 -nan -nan -nan -nan -nan
