#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0142 0 0
0.0284 0 0
0.0426 0 0
0.0568 0 0
0.071 0.0745149 0.23201
0.0852 0.23623 0.724532
0.0994 0.46105 1.39174
0.1136 0.745297 2.21163
0.1278 1.12449 3.28083
0.142 1.53507 4.3955
0.1562 2.0429 5.73882
0.1704 2.60487 7.17033
0.1846 3.21081 8.64961
0.1988 3.85644 10.155
0.213 4.50419 11.5773
0.2272 5.07822 12.7192
0.2414 5.36841 13.0687
0.2556 5.28533 12.4712
0.2698 4.90057 11.181
0.284 4.37015 9.62387
0.2982 3.72917 7.91165
0.3124 3.01163 6.14311
0.3266 2.24327 4.38955
0.3408 1.48675 2.78464
0.355 0.823844 1.47403
0.3692 0.262373 0.44712
0.3834 0 0
0.3976 0 0
0.4118 0 0
0.426 0 0
0.4402 0 0
0.4544 0 0
0.4686 0 0
0.4828 0 0
0.497 0 0
0.5112 0 0
0.5254 0 0
0.5396 0 0
0.5538 0 0
0.568 0 0
0.5822 0 0
0.5964 0 0
0.6106 0 0
0.6248 0 0
0.639 0 0
0.6532 0 0
0.6674 0 0
0.6816 0 0
0.6958 0 0
0.71 -nan -nan
