#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0178 0 0
0.0356 0 0
0.0534 0 0
0.0712 0 0
0.089 0 0
0.1068 0 0
0.1246 0 0
0.1424 0 0
0.1602 0 0
0.178 0 0
0.1958 0.0957936 0.429046
0.2136 0.346624 1.50603
0.2314 0.59549 2.50905
0.2492 0.840059 3.43101
0.267 1.07742 4.26339
0.2848 1.30391 4.99604
0.3026 1.51501 5.61699
0.3204 1.70503 6.11213
0.3382 1.86687 6.46498
0.356 1.99169 6.65626
0.3738 2.06839 6.66354
0.3916 2.08304 6.46075
0.4094 2.01816 6.01764
0.4272 1.85163 5.29917
0.445 1.55546 4.26482
0.4628 1.09401 2.86781
0.4806 0.421638 1.05424
0.4984 0 0
0.5162 0 0
0.534 0 0
0.5518 0 0
0.5696 0 0
0.5874 0 0
0.6052 0 0
0.623 0 0
0.6408 0 0
0.6586 0 0
0.6764 0 0
0.6942 0 0
0.712 0 0
0.7298 0 0
0.7476 0 0
0.7654 0 0
0.7832 0 0
0.801 0 0
0.8188 0 0
0.8366 0 0
0.8544 0 0
0.8722 0 0
0.89 -nan -nan
