#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0156 0 0
0.0312 0 0
0.0468 0 0
0.0624 0 0
0.078 0 0
0.0936 0.00762106 0.0283648
0.1092 0.0817092 0.298349
0.1248 0.21088 0.755126
0.1404 0.398702 1.40053
0.156 0.621311 2.13745
0.1716 0.906546 3.0535
0.1872 1.24676 4.10899
0.2028 1.62222 5.224
0.2184 2.0525 6.45346
0.234 2.52363 7.73923
0.2496 3.01873 9.01842
0.2652 3.48685 10.1314
0.2808 3.79202 10.6889
0.2964 3.82725 10.4351
0.312 3.59815 9.46293
0.3276 3.22843 8.17385
0.3432 2.77246 6.74574
0.3588 2.2445 5.23774
0.3744 1.66961 3.7285
0.39 1.10069 2.34731
0.4056 0.590372 1.19988
0.4212 0.164815 0.31827
0.4368 0 0
0.4524 0 0
0.468 0 0
0.4836 0 0
0.4992 0 0
0.5148 0 0
0.5304 0 0
0.546 0 0
0.5616 0 0
0.5772 0 0
0.5928 0 0
0.6084 0 0
0.624 0 0
0.6396 0 0
0.6552 0 0
0.6708 0 0
0.6864 0 0
0.702 0 0
0.7176 0 0
0.7332 0 0
0.7488 0 0
0.7644 0 0
0.78 -nan -nan
