#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0174 0 0 0 0 0
0.0348 0 0 0 0 0
0.0522 0 0 0 0 0
0.0696 0 0 0 0 0
0.087 0 0 0 0 0
0.1044 0 0 0 0 0
0.1218 0 0 0 0 0
0.1392 0 0 0 0 0
0.1566 0 0 0 0 0
0.174 0 0 0 0 0
0.1914 0.140462 0.062009 0.00728857 3.34695 -3.34518
0.2088 0.329136 0.158485 0.0200597 7.30507 -7.30036
0.2262 0.527484 0.275125 0.0373678 10.9813 -10.973
0.2436 0.730423 0.410239 0.0595798 14.3497 -14.3376
0.261 0.932402 0.561045 0.0868296 17.3787 -17.3627
0.2784 1.1273 0.723502 0.118936 20.0298 -20.0102
0.2958 1.30829 0.892116 0.155309 22.2571 -22.2342
0.3132 1.46775 1.05972 0.194831 24.0054 -23.9801
0.3306 1.59715 1.21722 0.23573 25.2094 -25.1824
0.348 1.68689 1.35332 0.275421 25.7914 -25.7639
0.3654 1.72623 1.4542 0.310338 25.6594 -25.6326
0.3828 1.70324 1.50327 0.335731 24.7046 -24.6797
0.4002 1.60474 1.48085 0.345473 22.7984 -22.7766
0.4176 1.41638 1.36403 0.331848 19.7885 -19.7708
0.435 1.12288 1.12661 0.285384 15.4943 -15.4815
0.4524 0.708491 0.739424 0.194745 9.70177 -9.69441
0.4698 0.157819 0.171087 0.0467883 2.15628 -2.15479
0.4872 0 0 0 0 0
0.5046 0 0 0 0 0
0.522 0 0 0 0 0
0.5394 0 0 0 0 0
0.5568 0 0 0 0 0
0.5742 0 0 0 0 0
0.5916 0 0 0 0 0
0.609 0 0 0 0 0
0.6264 0 0 0 0 0
0.6438 0 0 0 0 0
0.6612 0 0 0 0 0
0.6786 0 0 0 0 0
0.696 0 0 0 0 0
0.7134 0 0 0 0 0
0.7308 0 0 0 0 0
0.7482 0 0 0 0 0
0.7656 0 0 0 0 0
0.783 0 0 0 0 0
0.8004 0 0 0 0 0
0.8178 0 0 0 0 0
0.8352 0 0 0 0 0
0.8526 0 0 0 0 0
0.87 -nan -nan -nan -nan -nan
