#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0034 28.7857 1.45674 7.64724 106.883 -62.3666
0.0068 57.3339 5.80522 15.3475 212.841 -124.16
0.0102 82.1231 12.4738 22.1996 304.142 -177.296
0.0136 102.788 20.8209 28.176 379.514 -221.025
0.017 115.016 29.1189 32.0342 422.443 -245.685
0.0204 119.489 36.2955 33.9197 436.031 -253.156
0.0238 117.738 41.7201 34.1825 426.495 -247.129
0.0272 111.39 45.1148 33.2026 400.404 -231.5
0.0306 101.903 46.4502 31.3063 363.446 -209.631
0.034 87.8182 44.4915 27.8597 310.303 -178.485
0.0374 72.1217 40.2054 23.6767 252.177 -144.603
0.0408 57.1246 34.7607 19.4648 197.615 -112.942
0.0442 43.088 28.4285 15.278 147.422 -83.9577
0.0476 28.8221 20.4948 10.6451 97.382 -55.2413
0.051 18.0316 13.7596 6.96501 60.2531 -34.0443
0.0544 8.27117 6.74259 3.34295 27.2909 -15.3525
0.0578 1.39924 1.21416 0.592704 4.55729 -2.5518
0.0612 0 0 0 0 0
0.0646 0 0 0 0 0
0.068 0 0 0 0 0
0.0714 0 0 0 0 0
0.0748 0 0 0 0 0
0.0782 0 0 0 0 0
0.0816 0 0 0 0 0
0.085 0 0 0 0 0
0.0884 0 0 0 0 0
0.0918 0 0 0 0 0
0.0952 0 0 0 0 0
0.0986 0 0 0 0 0
0.102 0 0 0 0 0
0.1054 0 0 0 0 0
0.1088 0 0 0 0 0
0.1122 0 0 0 0 0
0.1156 0 0 0 0 0
0.119 0 0 0 0 0
0.1224 0 0 0 0 0
0.1258 0 0 0 0 0
0.1292 0 0 0 0 0
0.1326 0 0 0 0 0
0.136 0 0 0 0 0
0.1394 0 0 0 0 0
0.1428 0 0 0 0 0
0.1462 0 0 0 0 0
0.1496 0 0 0 0 0
0.153 0 0 0 0 0
0.1564 0 0 0 0 0
0.1598 0 0 0 0 0
0.1632 0 0 0 0 0
0.1666 0 0 0 0 0
0.17 -nan -nan -nan -nan -nan
