#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0032 32.3739 6.07571
0.0064 63.3611 11.8482
0.0096 90.956 16.9156
0.0128 113.022 20.8726
0.016 124.211 22.8183
0.0192 128.172 23.3612
0.0224 124.991 22.558
0.0256 118.177 21.0186
0.0288 108.11 18.8634
0.032 93.5939 15.9842
0.0352 76.5506 12.7755
0.0384 59.1704 9.61992
0.0416 44.4555 6.98977
0.0448 29.4818 4.474
0.048 17.1834 2.49614
0.0512 7.26372 1.0038
0.0544 0.492605 0.0643762
0.0576 0 0
0.0608 0 0
0.064 0 0
0.0672 0 0
0.0704 0 0
0.0736 0 0
0.0768 0 0
0.08 0 0
0.0832 0 0
0.0864 0 0
0.0896 0 0
0.0928 0 0
0.096 0 0
0.0992 0 0
0.1024 0 0
0.1056 0 0
0.1088 0 0
0.112 0 0
0.1152 0 0
0.1184 0 0
0.1216 0 0
0.1248 0 0
0.128 0 0
0.1312 0 0
0.1344 0 0
0.1376 0 0
0.1408 0 0
0.144 0 0
0.1472 0 0
0.1504 0 0
0.1536 0 0
0.1568 0 0
0.16 -nan -nan
